variant  place_thresh  max_pos  max_back_levels  cross_thresh  cross_limit_maxpos_frac  cancel_buffer  premium_ema_coef  pred_momentum_coef  curv_impulse_coef  per_order_widen_frac  avg_pnl  avg_closed_pnl  avg_comm  sharpe  num_trds  sim_score
50       0.00025       400      7                0.0045        0.4                      0.1            0                 0                   0                  0.35                  3356.09  3384.65         28.56     3.42    820       9437.78
411      0.0003        400      7                0.0045        0.2                      0.1            0.8               0                   0                  0.5                   3470.04  3493.42         23.38     2.66    663       9439.10
195      0.0003        400      7                0.0045        0.2                      0.1            0.8               0                   0                  0.35                  3149.01  3173.41         24.39     3.81    698       9443.18
401      0.0003        400      10               0.0015        0.2                      0.1            0.8               0                   0                  0.5                   3776.41  3827.44         51.03     1.86    946       9445.85
249      0.0003        400      7                0.0045        0.2                      0.1            0                 0                   0                  0.5                   3378.54  3402.16         23.62     2.45    673       9461.61
303      0.0003        400      7                0.0045        0.2                      0.1            0.2               0                   0                  0.5                   3270.58  3294.07         23.49     2.34    672       9465.77
181      0.0003        400      4                0.0015        0.2                      0.1            0.8               0                   0                  0.35                  3509.02  3560.90         51.88     2.05    977       9472.22
107      0.0003        400      10               0.0045        0.4                      0.1            0.2               0                   0                  0.35                  3303.41  3328.13         24.72     3.86    698       9486.72
134      0.00025       400      7                0.003         0.2                      0.1            0.5               0                   0                  0.35                  3331.48  3362.13         30.65     2.76    830       9487.68
131      0.0003        400      10               0.0015        0.2                      0.1            0.5               0                   0                  0.35                  3993.79  4046.11         52.32     1.93    974       9492.97
194      0.00025       400      7                0.0045        0.2                      0.1            0.8               0                   0                  0.35                  3401.67  3430.29         28.62     4.04    822       9536.60
372      0.00025       400      4                0.0045        0.4                      0.1            0.5               0                   0                  0.5                   3061.49  3088.69         27.21     3.05    786       9542.13
147      0.0003        400      7                0.0015        0.4                      0.1            0.5               0                   0                  0.35                  3928.47  3988.66         60.19     1.48    1041      9542.96
73       0.0003        400      4                0.0015        0.2                      0.1            0.2               0                   0                  0.35                  3660.99  3712.83         51.83     2.01    978       9562.72
296      0.00025       400      7                0.003         0.2                      0.1            0.2               0                   0                  0.5                   3508.02  3536.60         28.58     2.97    794       9573.69
417      0.0003        400      7                0.0015        0.4                      0.1            0.8               0                   0                  0.5                   3845.79  3905.81         60.02     1.36    1014      9597.99
336      0.00025       400      4                0.0045        0.1                      0.1            0.5               0                   0                  0.5                   3163.68  3190.69         27.00     3.15    789       9598.82
208      0.00025       400      10               0.003         0.4                      0.1            0.8               0                   0                  0.35                  3304.19  3335.41         31.22     2.44    830       9613.73
267      0.0003        400      7                0.0045        0.4                      0.1            0                 0                   0                  0.5                   3455.52  3478.97         23.45     2.98    668       9621.66
59       0.0003        400      10               0.0015        0.1                      0.1            0.2               0                   0                  0.35                  3860.96  3908.21         47.26     1.96    938       9638.67
255      0.0003        400      7                0.0015        0.4                      0.1            0                 0                   0                  0.5                   3893.50  3953.42         59.92     1.56    1015      9656.44
39       0.0003        400      7                0.0015        0.4                      0.1            0                 0                   0                  0.35                  3910.83  3970.95         60.12     1.58    1038      9657.87
167      0.0003        400      10               0.0015        0.1                      0.1            0.8               0                   0                  0.35                  3942.71  3990.44         47.73     1.98    941       9666.22
324      0.00025       400      4                0.0015        0.1                      0.1            0.5               0                   0                  0.5                   3466.96  3516.13         49.17     2.17    1012      9669.80
383      0.0003        400      10               0.0015        0.1                      0.1            0.8               0                   0                  0.5                   3849.24  3895.22         45.98     1.78    905       9670.36
415      0.0003        400      4                0.0015        0.4                      0.1            0.8               0                   0                  0.5                   3643.27  3703.73         60.45     1.53    1019      9672.62
193      0.0003        400      4                0.0045        0.2                      0.1            0.8               0                   0                  0.35                  3094.17  3118.65         24.48     3.11    697       9722.99
375      0.0003        400      7                0.0045        0.4                      0.1            0.5               0                   0                  0.5                   3432.71  3456.07         23.36     2.63    670       9726.90
93       0.0003        400      7                0.0015        0.4                      0.1            0.2               0                   0                  0.35                  3892.08  3952.67         60.59     1.47    1046      9734.98
1        0.0003        400      4                0.0015        0.1                      0.1            0                 0                   0                  0.35                  3497.03  3544.20         47.17     2.09    934       9735.97
75       0.0003        400      7                0.0015        0.2                      0.1            0.2               0                   0                  0.35                  3901.65  3953.90         52.25     2.03    984       9743.88
305      0.0003        400      10               0.0045        0.2                      0.1            0.2               0                   0                  0.5                   3417.91  3441.78         23.87     2.34    679       9762.86
52       0.00025       400      10               0.0045        0.4                      0.1            0                 0                   0                  0.35                  3621.12  3649.68         28.56     3.65    814       9774.52
311      0.0003        400      10               0.0015        0.4                      0.1            0.2               0                   0                  0.5                   3909.20  3969.83         60.63     1.42    1020      9780.58
41       0.0003        400      10               0.0015        0.4                      0.1            0                 0                   0                  0.35                  3876.40  3936.36         59.95     1.56    1039      9782.51
298      0.00025       400      10               0.003         0.2                      0.1            0.2               0                   0                  0.5                   3397.21  3426.45         29.24     2.23    799       9786.45
386      0.00025       400      7                0.003         0.1                      0.1            0.8               0                   0                  0.5                   3346.19  3374.98         28.79     2.45    802       9794.39
273      0.0003        400      7                0.0015        0.1                      0.1            0.2               0                   0                  0.5                   3851.76  3898.13         46.37     1.79    910       9801.61
377      0.0003        400      10               0.0045        0.4                      0.1            0.5               0                   0                  0.5                   3606.97  3630.47         23.50     2.44    668       9812.82
221      0.0003        400      10               0.0015        0.1                      0.1            0                 0                   0                  0.5                   3928.45  3974.82         46.37     1.80    907       9816.63
32       0.00025       400      7                0.0045        0.2                      0.1            0                 0                   0                  0.35                  3480.13  3508.61         28.49     4.38    817       9824.65
381      0.0003        400      7                0.0015        0.1                      0.1            0.8               0                   0                  0.5                   3798.99  3845.11         46.12     1.83    906       9830.19
3        0.0003        400      7                0.0015        0.1                      0.1            0                 0                   0                  0.35                  3810.51  3858.54         48.04     2.34    946       9831.18
100      0.00025       400      10               0.003         0.4                      0.1            0.2               0                   0                  0.35                  3378.93  3410.31         31.37     2.65    841       9831.70
419      0.0003        400      10               0.0015        0.4                      0.1            0.8               0                   0                  0.5                   3915.79  3975.05         59.26     1.40    1004      9832.09
49       0.0003        400      4                0.0045        0.4                      0.1            0                 0                   0                  0.35                  3104.87  3129.60         24.73     3.39    698       9841.87
177      0.0003        400      7                0.0045        0.1                      0.1            0.8               0                   0                  0.35                  3342.39  3366.83         24.44     4.49    695       9844.62
226      0.00025       400      10               0.003         0.1                      0.1            0                 0                   0                  0.5                   3395.51  3424.42         28.91     2.20    804       9850.69
413      0.0003        400      10               0.0045        0.2                      0.1            0.8               0                   0                  0.5                   3313.01  3336.41         23.40     2.22    670       9854.68
113      0.0003        400      10               0.0015        0.1                      0.1            0.5               0                   0                  0.35                  4048.69  4096.28         47.59     2.25    939       9860.41
365      0.0003        400      10               0.0015        0.4                      0.1            0.5               0                   0                  0.5                   3859.76  3919.43         59.67     1.38    1009      9862.84
86       0.00025       400      7                0.0045        0.2                      0.1            0.2               0                   0                  0.35                  3465.57  3493.99         28.42     3.23    820       9871.52
268      0.00025       400      10               0.0045        0.4                      0.1            0                 0                   0                  0.5                   3299.21  3326.46         27.25     2.85    783       9887.97
347      0.0003        400      10               0.0015        0.2                      0.1            0.5               0                   0                  0.5                   3900.56  3951.71         51.14     1.84    948       9895.72
275      0.0003        400      10               0.0015        0.1                      0.1            0.2               0                   0                  0.5                   3887.69  3932.63         44.94     1.93    889       9900.40
71       0.0003        400      10               0.0045        0.1                      0.1            0.2               0                   0                  0.35                  3423.17  3447.77         24.60     3.21    697       9901.36
55       0.0003        400      4                0.0015        0.1                      0.1            0.2               0                   0                  0.35                  3566.75  3613.79         47.04     2.23    931       9910.38
392      0.00025       400      7                0.0045        0.1                      0.1            0.8               0                   0                  0.5                   3404.84  3432.24         27.40     2.49    787       9911.01
57       0.0003        400      7                0.0015        0.1                      0.1            0.2               0                   0                  0.35                  3783.42  3830.79         47.37     2.01    940       9911.01
91       0.0003        400      4                0.0015        0.4                      0.1            0.2               0                   0                  0.35                  3641.11  3701.21         60.10     1.52    1039      9924.21
408      0.00025       400      4                0.0045        0.2                      0.1            0.8               0                   0                  0.5                   3125.93  3153.02         27.10     3.12    788       9928.20
68       0.00025       400      7                0.0045        0.1                      0.1            0.2               0                   0                  0.35                  3590.73  3619.49         28.76     3.33    826       9930.66
82       0.00025       400      10               0.003         0.2                      0.1            0.2               0                   0                  0.35                  3401.99  3432.48         30.48     3.38    830       9934.87
350      0.00025       400      7                0.003         0.2                      0.1            0.5               0                   0                  0.5                   3420.71  3449.93         29.21     2.43    796       9938.40
183      0.0003        400      7                0.0015        0.2                      0.1            0.8               0                   0                  0.35                  3813.29  3865.41         52.12     1.88    985       9940.61
85       0.0003        400      4                0.0045        0.2                      0.1            0.2               0                   0                  0.35                  3066.41  3091.23         24.82     3.28    704       9966.10
406      0.00025       400      10               0.003         0.2                      0.1            0.8               0                   0                  0.5                   3470.20  3499.67         29.48     2.34    804       9977.48
127      0.0003        400      4                0.0015        0.2                      0.1            0.5               0                   0                  0.35                  3637.42  3689.89         52.47     2.03    981       9986.40
428      0.00025       400      7                0.0045        0.4                      0.1            0.8               0                   0                  0.5                   3553.75  3580.93         27.18     3.37    781       10030.80
269      0.0003        400      10               0.0045        0.4                      0.1            0                 0                   0                  0.5                   3557.84  3581.18         23.34     2.40    666       10040.50
8        0.00025       400      7                0.003         0.1                      0.1            0                 0                   0                  0.35                  3361.00  3390.62         29.62     3.98    828       10043.09
334      0.00025       400      10               0.003         0.1                      0.1            0.5               0                   0                  0.5                   3457.35  3486.40         29.05     2.46    798       10051.71
129      0.0003        400      7                0.0015        0.2                      0.1            0.5               0                   0                  0.35                  3911.27  3962.57         51.31     1.96    972       10063.51
141      0.0003        400      7                0.0045        0.2                      0.1            0.5               0                   0                  0.35                  3406.81  3431.15         24.34     3.66    699       10086.57
23       0.0003        400      10               0.0015        0.2                      0.1            0                 0                   0                  0.35                  3986.87  4039.06         52.19     1.92    985       10090.38
327      0.0003        400      7                0.0015        0.1                      0.1            0.5               0                   0                  0.5                   3830.13  3876.00         45.87     1.97    899       10100.57
285      0.0003        400      7                0.0045        0.1                      0.1            0.2               0                   0                  0.5                   3322.99  3346.64         23.65     2.14    679       10103.38
62       0.00025       400      7                0.003         0.1                      0.1            0.2               0                   0                  0.35                  3339.12  3368.93         29.81     3.42    830       10117.30
203      0.0003        400      10               0.0015        0.4                      0.1            0.8               0                   0                  0.35                  4092.40  4152.83         60.43     1.56    1044      10119.59
104      0.00025       400      7                0.0045        0.4                      0.1            0.2               0                   0                  0.35                  3563.28  3591.75         28.47     3.07    819       10123.77
288      0.00025       400      4                0.0015        0.2                      0.1            0.2               0                   0                  0.5                   3533.92  3588.38         54.46     2.13    1072      10124.35
332      0.00025       400      7                0.003         0.1                      0.1            0.5               0                   0                  0.5                   3228.81  3257.11         28.30     2.39    780       10136.70
280      0.00025       400      10               0.003         0.1                      0.1            0.2               0                   0                  0.5                   3475.73  3504.29         28.56     2.41    795       10139.90
248      0.00025       400      7                0.0045        0.2                      0.1            0                 0                   0                  0.5                   3270.98  3298.09         27.11     2.71    788       10140.12
396      0.00025       400      4                0.0015        0.2                      0.1            0.8               0                   0                  0.5                   3630.91  3686.06         55.15     2.00    1072      10140.31
34       0.00025       400      10               0.0045        0.2                      0.1            0                 0                   0                  0.35                  3581.45  3610.18         28.73     3.29    818       10151.00
257      0.0003        400      10               0.0015        0.4                      0.1            0                 0                   0                  0.5                   3888.94  3949.17         60.24     1.44    1018      10164.04
161      0.0003        400      10               0.0045        0.4                      0.1            0.5               0                   0                  0.35                  3534.06  3558.55         24.49     3.45    706       10172.41
111      0.0003        400      7                0.0015        0.1                      0.1            0.5               0                   0                  0.35                  4039.03  4086.13         47.10     2.11    927       10178.20
323      0.0003        400      10               0.0045        0.4                      0.1            0.2               0                   0                  0.5                   3484.59  3508.04         23.44     2.33    672       10181.95
33       0.0003        400      7                0.0045        0.2                      0.1            0                 0                   0                  0.35                  3335.70  3360.14         24.45     3.62    695       10189.66
123      0.0003        400      7                0.0045        0.1                      0.1            0.5               0                   0                  0.35                  3519.95  3544.61         24.66     3.01    707       10193.93
430      0.00025       400      10               0.0045        0.4                      0.1            0.8               0                   0                  0.5                   3550.60  3578.05         27.44     2.69    787       10196.19
390      0.00025       400      4                0.0045        0.1                      0.1            0.8               0                   0                  0.5                   3140.79  3167.79         27.00     3.08    786       10200.33
219      0.0003        400      7                0.0015        0.1                      0.1            0                 0                   0                  0.5                   3747.77  3793.53         45.75     1.86    899       10214.35
176      0.00025       400      7                0.0045        0.1                      0.1            0.8               0                   0                  0.35                  3467.36  3495.89         28.53     3.23    822       10237.06
252      0.00025       400      4                0.0015        0.4                      0.1            0                 0                   0                  0.5                   3781.85  3844.64         62.78     1.69    1129      10239.84
374      0.00025       400      7                0.0045        0.4                      0.1            0.5               0                   0                  0.5                   3427.71  3455.49         27.77     2.39    791       10248.52
165      0.0003        400      7                0.0015        0.1                      0.1            0.8               0                   0                  0.35                  4080.62  4127.90         47.27     2.05    938       10253.21
159      0.0003        400      7                0.0045        0.4                      0.1            0.5               0                   0                  0.35                  3523.81  3548.41         24.60     4.90    700       10270.07
306      0.00025       400      4                0.0015        0.4                      0.1            0.2               0                   0                  0.5                   3714.44  3777.47         63.03     1.53    1137      10288.40
321      0.0003        400      7                0.0045        0.4                      0.1            0.2               0                   0                  0.5                   3509.81  3533.15         23.34     2.41    671       10297.13
359      0.0003        400      10               0.0045        0.2                      0.1            0.5               0                   0                  0.5                   3526.24  3549.95         23.71     2.65    678       10302.62
197      0.0003        400      10               0.0045        0.2                      0.1            0.8               0                   0                  0.35                  3642.69  3667.34         24.65     3.39    698       10304.35
339      0.0003        400      7                0.0045        0.1                      0.1            0.5               0                   0                  0.5                   3428.14  3451.61         23.47     2.51    669       10316.31
302      0.00025       400      7                0.0045        0.2                      0.1            0.2               0                   0                  0.5                   3476.56  3504.08         27.52     2.40    797       10317.25
356      0.00025       400      7                0.0045        0.2                      0.1            0.5               0                   0                  0.5                   3504.60  3532.18         27.58     2.62    792       10318.46
211      0.0003        400      4                0.0045        0.4                      0.1            0.8               0                   0                  0.35                  3321.54  3346.08         24.54     4.12    699       10330.17
213      0.0003        400      7                0.0045        0.4                      0.1            0.8               0                   0                  0.35                  3524.54  3549.10         24.56     3.45    702       10331.08
395      0.0003        400      10               0.0045        0.1                      0.1            0.8               0                   0                  0.5                   3327.01  3350.22         23.21     2.26    667       10350.04
244      0.00025       400      10               0.003         0.2                      0.1            0                 0                   0                  0.5                   3430.49  3459.49         29.00     2.32    797       10351.15
14       0.00025       400      7                0.0045        0.1                      0.1            0                 0                   0                  0.35                  3491.09  3519.62         28.53     4.58    819       10356.05
163      0.0003        400      4                0.0015        0.1                      0.1            0.8               0                   0                  0.35                  3688.56  3736.59         48.03     2.08    938       10362.66
270      0.00025       400      4                0.0015        0.1                      0.1            0.2               0                   0                  0.5                   3633.31  3682.48         49.17     2.18    1014      10387.47
118      0.00025       400      10               0.003         0.1                      0.1            0.5               0                   0                  0.35                  3508.38  3538.38         30.01     3.53    827       10424.28
10       0.00025       400      10               0.003         0.1                      0.1            0                 0                   0                  0.35                  3352.21  3382.01         29.80     2.71    827       10425.69
95       0.0003        400      10               0.0015        0.4                      0.1            0.2               0                   0                  0.35                  3799.20  3859.77         60.57     1.51    1049      10430.18
125      0.0003        400      10               0.0045        0.1                      0.1            0.5               0                   0                  0.35                  3651.72  3676.58         24.85     3.19    703       10438.47
232      0.00025       400      10               0.0045        0.1                      0.1            0                 0                   0                  0.5                   3699.69  3727.54         27.85     3.01    797       10441.50
338      0.00025       400      7                0.0045        0.1                      0.1            0.5               0                   0                  0.5                   3380.62  3408.10         27.48     3.03    791       10465.01
414      0.00025       400      4                0.0015        0.4                      0.1            0.8               0                   0                  0.5                   3724.75  3786.92         62.17     1.66    1128      10491.96
51       0.0003        400      7                0.0045        0.4                      0.1            0                 0                   0                  0.35                  3435.75  3460.39         24.65     3.34    707       10504.44
376      0.00025       400      10               0.0045        0.4                      0.1            0.5               0                   0                  0.5                   3636.36  3663.99         27.63     2.52    791       10509.90
216      0.00025       400      4                0.0015        0.1                      0.1            0                 0                   0                  0.5                   3625.19  3674.33         49.14     2.30    1011      10512.63
342      0.00025       400      4                0.0015        0.2                      0.1            0.5               0                   0                  0.5                   3772.34  3827.14         54.80     2.07    1070      10515.11
70       0.00025       400      10               0.0045        0.1                      0.1            0.2               0                   0                  0.35                  3622.64  3651.09         28.45     4.04    817       10532.72
293      0.0003        400      10               0.0015        0.2                      0.1            0.2               0                   0                  0.5                   3992.35  4043.05         50.70     1.83    943       10548.18
284      0.00025       400      7                0.0045        0.1                      0.1            0.2               0                   0                  0.5                   3425.91  3453.57         27.66     2.77    791       10572.48
122      0.00025       400      7                0.0045        0.1                      0.1            0.5               0                   0                  0.35                  3547.05  3575.92         28.86     3.77    829       10591.28
410      0.00025       400      7                0.0045        0.2                      0.1            0.8               0                   0                  0.5                   3501.67  3529.09         27.41     2.81    791       10603.87
15       0.0003        400      7                0.0045        0.1                      0.1            0                 0                   0                  0.35                  3487.83  3512.14         24.31     3.77    694       10624.78
77       0.0003        400      10               0.0015        0.2                      0.1            0.2               0                   0                  0.35                  4170.90  4223.14         52.24     1.93    980       10639.33
360      0.00025       400      4                0.0015        0.4                      0.1            0.5               0                   0                  0.5                   3657.70  3720.56         62.86     1.75    1128      10654.82
90       0.00025       400      4                0.0015        0.4                      0.1            0.2               0                   0                  0.35                  3770.54  3834.54         64.00     1.65    1166      10659.37
106      0.00025       400      10               0.0045        0.4                      0.1            0.2               0                   0                  0.35                  3647.77  3676.36         28.59     3.37    822       10660.80
378      0.00025       400      4                0.0015        0.1                      0.1            0.8               0                   0                  0.5                   3715.60  3764.84         49.23     2.38    1019      10663.61
394      0.00025       400      10               0.0045        0.1                      0.1            0.8               0                   0                  0.5                   3563.72  3591.33         27.61     2.57    791       10664.44
320      0.00025       400      7                0.0045        0.4                      0.1            0.2               0                   0                  0.5                   3469.57  3496.90         27.32     2.58    787       10669.62
215      0.0003        400      10               0.0045        0.4                      0.1            0.8               0                   0                  0.35                  3524.04  3548.65         24.61     3.95    703       10680.09
185      0.0003        400      10               0.0015        0.2                      0.1            0.8               0                   0                  0.35                  3931.75  3984.14         52.39     1.87    984       10691.80
54       0.00025       400      4                0.0015        0.1                      0.1            0.2               0                   0                  0.35                  3561.29  3612.37         51.08     2.70    1058      10695.47
64       0.00025       400      10               0.003         0.1                      0.1            0.2               0                   0                  0.35                  3597.44  3627.47         30.04     2.96    830       10702.88
143      0.0003        400      10               0.0045        0.2                      0.1            0.5               0                   0                  0.35                  3441.36  3465.75         24.40     3.45    695       10768.71
72       0.00025       400      4                0.0015        0.2                      0.1            0.2               0                   0                  0.35                  3549.62  3605.15         55.53     2.10    1102      10778.25
18       0.00025       400      4                0.0015        0.2                      0.1            0                 0                   0                  0.35                  3750.06  3805.90         55.84     2.29    1105      10780.23
136      0.00025       400      10               0.003         0.2                      0.1            0.5               0                   0                  0.35                  3568.07  3598.31         30.24     3.66    819       10802.42
69       0.0003        400      7                0.0045        0.1                      0.1            0.2               0                   0                  0.35                  3575.46  3600.14         24.68     3.64    700       10804.84
87       0.0003        400      7                0.0045        0.2                      0.1            0.2               0                   0                  0.35                  3384.52  3408.68         24.16     3.99    694       10821.73
89       0.0003        400      10               0.0045        0.2                      0.1            0.2               0                   0                  0.35                  3393.45  3418.04         24.58     3.27    701       10822.15
214      0.00025       400      10               0.0045        0.4                      0.1            0.8               0                   0                  0.35                  3688.17  3716.76         28.59     4.25    817       10848.49
144      0.00025       400      4                0.0015        0.4                      0.1            0.5               0                   0                  0.35                  3764.94  3828.49         63.56     1.73    1159      10849.84
179      0.0003        400      10               0.0045        0.1                      0.1            0.8               0                   0                  0.35                  3559.89  3584.61         24.72     3.67    704       10856.43
304      0.00025       400      10               0.0045        0.2                      0.1            0.2               0                   0                  0.5                   3555.88  3583.32         27.43     2.60    789       10909.34
212      0.00025       400      7                0.0045        0.4                      0.1            0.8               0                   0                  0.35                  3705.11  3733.81         28.70     4.42    826       10918.35
234      0.00025       400      4                0.0015        0.2                      0.1            0                 0                   0                  0.5                   3663.64  3717.30         53.66     2.35    1060      10935.18
346      0.00025       400      10               0.0015        0.2                      0.1            0.5               0                   0                  0.5                   4293.71  4348.88         55.17     1.85    1066      10958.94
35       0.0003        400      10               0.0045        0.2                      0.1            0                 0                   0                  0.35                  3507.05  3531.77         24.72     3.20    699       10987.98
196      0.00025       400      10               0.0045        0.2                      0.1            0.8               0                   0                  0.35                  3530.11  3558.53         28.42     3.29    815       11010.55
16       0.00025       400      10               0.0045        0.1                      0.1            0                 0                   0                  0.35                  3690.23  3719.04         28.82     3.49    823       11036.76
5        0.0003        400      10               0.0015        0.1                      0.1            0                 0                   0                  0.35                  4027.86  4075.80         47.94     2.16    937       11094.24
108      0.00025       400      4                0.0015        0.1                      0.1            0.5               0                   0                  0.35                  3717.88  3768.48         50.60     2.75    1050      11099.26
53       0.0003        400      10               0.0045        0.4                      0.1            0                 0                   0                  0.35                  3495.12  3519.62         24.50     2.89    700       11108.76
126      0.00025       400      4                0.0015        0.2                      0.1            0.5               0                   0                  0.35                  3602.19  3657.81         55.62     2.13    1108      11129.71
88       0.00025       400      10               0.0045        0.2                      0.1            0.2               0                   0                  0.35                  3777.33  3805.98         28.65     3.77    817       11135.25
322      0.00025       400      10               0.0045        0.4                      0.1            0.2               0                   0                  0.5                   3640.11  3667.71         27.60     2.90    791       11139.05
58       0.00025       400      10               0.0015        0.1                      0.1            0.2               0                   0                  0.35                  4137.81  4189.32         51.51     2.29    1056      11157.70
162      0.00025       400      4                0.0015        0.1                      0.1            0.8               0                   0                  0.35                  3827.03  3878.05         51.02     2.55    1048      11171.01
287      0.0003        400      10               0.0045        0.1                      0.1            0.2               0                   0                  0.5                   3429.75  3453.34         23.60     2.63    676       11176.88
105      0.0003        400      7                0.0045        0.4                      0.1            0.2               0                   0                  0.35                  3587.18  3611.30         24.12     3.08    695       11198.30
36       0.00025       400      4                0.0015        0.4                      0.1            0                 0                   0                  0.35                  3815.84  3879.35         63.51     1.66    1163      11210.94
266      0.00025       400      7                0.0045        0.4                      0.1            0                 0                   0                  0.5                   3506.32  3533.68         27.36     2.72    789       11230.90
180      0.00025       400      4                0.0015        0.2                      0.1            0.8               0                   0                  0.35                  3732.36  3787.67         55.32     2.23    1104      11234.48
17       0.0003        400      10               0.0045        0.1                      0.1            0                 0                   0                  0.35                  3400.04  3424.66         24.61     2.99    696       11237.26
290      0.00025       400      7                0.0015        0.2                      0.1            0.2               0                   0                  0.5                   4031.37  4085.57         54.19     1.78    1075      11281.35
286      0.00025       400      10               0.0045        0.1                      0.1            0.2               0                   0                  0.5                   3458.69  3486.15         27.46     2.92    786       11294.33
250      0.00025       400      10               0.0045        0.2                      0.1            0                 0                   0                  0.5                   3507.12  3534.91         27.79     2.90    796       11316.95
0        0.00025       400      4                0.0015        0.1                      0.1            0                 0                   0                  0.35                  3738.76  3789.38         50.62     2.33    1048      11339.08
158      0.00025       400      7                0.0045        0.4                      0.1            0.5               0                   0                  0.35                  3644.52  3673.06         28.54     2.92    820       11400.42
116      0.00025       400      7                0.003         0.1                      0.1            0.5               0                   0                  0.35                  3667.70  3698.08         30.38     2.99    831       11403.35
400      0.00025       400      10               0.0015        0.2                      0.1            0.8               0                   0                  0.5                   4012.77  4067.80         55.03     1.87    1075      11436.17
142      0.00025       400      10               0.0045        0.2                      0.1            0.5               0                   0                  0.35                  3584.15  3612.73         28.58     3.37    819       11447.90
326      0.00025       400      7                0.0015        0.1                      0.1            0.5               0                   0                  0.5                   4156.98  4206.32         49.34     2.22    1020      11451.76
340      0.00025       400      10               0.0045        0.1                      0.1            0.5               0                   0                  0.5                   3588.89  3616.23         27.34     2.42    794       11460.75
128      0.00025       400      7                0.0015        0.2                      0.1            0.5               0                   0                  0.35                  3978.19  4034.60         56.41     1.99    1110      11464.41
236      0.00025       400      7                0.0015        0.2                      0.1            0                 0                   0                  0.5                   4086.19  4141.52         55.33     1.85    1070      11513.02
230      0.00025       400      7                0.0045        0.1                      0.1            0                 0                   0                  0.5                   3551.71  3579.07         27.36     2.65    787       11541.63
412      0.00025       400      10               0.0045        0.2                      0.1            0.8               0                   0                  0.5                   3757.48  3785.25         27.76     2.44    791       11658.74
112      0.00025       400      10               0.0015        0.1                      0.1            0.5               0                   0                  0.35                  4184.06  4235.84         51.78     2.10    1067      11679.85
328      0.00025       400      10               0.0015        0.1                      0.1            0.5               0                   0                  0.5                   4083.63  4132.38         48.75     2.09    1021      11699.77
38       0.00025       400      7                0.0015        0.4                      0.1            0                 0                   0                  0.35                  4055.54  4119.27         63.72     1.54    1163      11719.70
416      0.00025       400      7                0.0015        0.4                      0.1            0.8               0                   0                  0.5                   4139.33  4202.75         63.42     1.70    1137      11723.36
4        0.00025       400      10               0.0015        0.1                      0.1            0                 0                   0                  0.35                  4291.22  4342.70         51.49     2.31    1067      11732.10
74       0.00025       400      7                0.0015        0.2                      0.1            0.2               0                   0                  0.35                  4072.59  4129.17         56.59     2.10    1108      11765.83
178      0.00025       400      10               0.0045        0.1                      0.1            0.8               0                   0                  0.35                  3681.46  3709.97         28.51     3.42    820       11784.23
40       0.00025       400      10               0.0015        0.4                      0.1            0                 0                   0                  0.35                  4099.67  4164.28         64.61     1.71    1168      11785.39
238      0.00025       400      10               0.0015        0.2                      0.1            0                 0                   0                  0.5                   4224.51  4280.05         55.54     1.79    1074      11785.75
148      0.00025       400      10               0.0015        0.4                      0.1            0.5               0                   0                  0.35                  4223.69  4287.42         63.73     1.58    1162      11815.24
220      0.00025       400      10               0.0015        0.1                      0.1            0                 0                   0                  0.5                   3979.53  4029.48         49.95     2.05    1021      11823.72
56       0.00025       400      7                0.0015        0.1                      0.1            0.2               0                   0                  0.35                  4163.11  4214.10         50.99     2.44    1056      11872.36
358      0.00025       400      10               0.0045        0.2                      0.1            0.5               0                   0                  0.5                   3782.19  3809.61         27.41     2.87    787       11919.07
308      0.00025       400      7                0.0015        0.4                      0.1            0.2               0                   0                  0.5                   4147.27  4210.14         62.87     1.65    1129      11944.56
344      0.00025       400      7                0.0015        0.2                      0.1            0.5               0                   0                  0.5                   4207.88  4262.65         54.77     2.07    1065      11949.22
124      0.00025       400      10               0.0045        0.1                      0.1            0.5               0                   0                  0.35                  3796.78  3825.06         28.28     2.76    820       11971.54
110      0.00025       400      7                0.0015        0.1                      0.1            0.5               0                   0                  0.35                  4236.42  4287.57         51.16     2.61    1059      11979.58
364      0.00025       400      10               0.0015        0.4                      0.1            0.5               0                   0                  0.5                   4202.30  4265.54         63.24     1.68    1132      11981.71
218      0.00025       400      7                0.0015        0.1                      0.1            0                 0                   0                  0.5                   3996.24  4045.75         49.51     2.13    1015      11984.57
380      0.00025       400      7                0.0015        0.1                      0.1            0.8               0                   0                  0.5                   4117.17  4167.79         50.62     2.05    1030      11986.45
398      0.00025       400      7                0.0015        0.2                      0.1            0.8               0                   0                  0.5                   4147.68  4203.14         55.46     1.90    1076      11993.78
254      0.00025       400      7                0.0015        0.4                      0.1            0                 0                   0                  0.5                   4063.48  4126.89         63.41     1.55    1137      12031.28
256      0.00025       400      10               0.0015        0.4                      0.1            0                 0                   0                  0.5                   4207.24  4271.48         64.23     1.70    1137      12086.53
272      0.00025       400      7                0.0015        0.1                      0.1            0.2               0                   0                  0.5                   4111.95  4161.54         49.59     2.29    1018      12094.33
382      0.00025       400      10               0.0015        0.1                      0.1            0.8               0                   0                  0.5                   4163.95  4213.66         49.71     2.12    1019      12144.93
202      0.00025       400      10               0.0015        0.4                      0.1            0.8               0                   0                  0.35                  4198.13  4262.09         63.96     1.74    1169      12210.95
