variant  place_thresh  max_pos  max_back_levels  cross_thresh  cross_limit_maxpos_frac  cancel_buffer  premium_ema_coef  curv_impulse_coef  per_order_widen_frac  avg_pnl  avg_closed_pnl  avg_comm  sharpe  num_trds  sim_score
333      0.0003        400      7                0.003         0.1                      0.1            0.5               0                  0.4                   1301.55  1311.40         9.85      3.19    481       3917.03
82       0.00025       400      10               0.003         0.2                      0.1            0.2               0                  0.25                  1533.61  1546.48         12.87     2.78    628       3920.78
412      0.00025       400      10               0.0045        0.2                      0.1            0.8               0                  0.4                   1476.64  1488.05         11.41     2.93    588       3926.15
370      0.00025       400      10               0.003         0.4                      0.1            0.5               0                  0.4                   1527.26  1540.06         12.80     3.42    600       3927.50
315      0.0003        400      7                0.003         0.4                      0.1            0.2               0                  0.4                   1351.38  1362.10         10.72     2.55    484       3932.05
248      0.00025       400      7                0.0045        0.2                      0.1            0                 0                  0.4                   1439.70  1451.24         11.54     2.29    580       3939.62
294      0.00025       400      4                0.003         0.2                      0.1            0.2               0                  0.4                   1434.22  1446.23         12.00     2.95    591       3941.83
353      0.0003        400      10               0.003         0.2                      0.1            0.5               0                  0.4                   1426.09  1436.46         10.37     3.02    481       3956.90
206      0.00025       400      7                0.003         0.4                      0.1            0.8               0                  0.25                  1549.45  1562.49         13.04     3.26    610       3958.36
174      0.00025       400      4                0.0045        0.1                      0.1            0.8               0                  0.25                  1395.40  1406.91         11.50     2.25    600       3967.32
298      0.00025       400      10               0.003         0.2                      0.1            0.2               0                  0.4                   1597.32  1609.61         12.28     2.81    597       3985.59
261      0.0003        400      7                0.003         0.4                      0.1            0                 0                  0.4                   1304.37  1315.07         10.69     2.54    487       3986.77
406      0.00025       400      10               0.003         0.2                      0.1            0.8               0                  0.4                   1475.42  1487.59         12.17     2.84    589       3989.72
88       0.00025       400      10               0.0045        0.2                      0.1            0.2               0                  0.25                  1449.54  1461.65         12.10     2.25    612       3993.03
86       0.00025       400      7                0.0045        0.2                      0.1            0.2               0                  0.25                  1504.73  1516.70         11.97     2.45    608       4007.88
335      0.0003        400      10               0.003         0.1                      0.1            0.5               0                  0.4                   1410.34  1420.13         9.79      3.20    477       4020.04
160      0.00025       400      10               0.0045        0.4                      0.1            0.5               0                  0.25                  1462.05  1474.26         12.21     2.44    617       4029.82
271      0.0003        400      4                0.0015        0.1                      0.1            0.2               0                  0.4                   1414.29  1436.51         22.21     4.36    642       4037.89
172      0.00025       400      10               0.003         0.1                      0.1            0.8               0                  0.25                  1564.26  1576.75         12.49     2.60    623       4038.14
118      0.00025       400      10               0.003         0.1                      0.1            0.5               0                  0.25                  1463.77  1476.45         12.67     2.65    625       4038.25
425      0.0003        400      10               0.003         0.4                      0.1            0.8               0                  0.4                   1487.70  1498.57         10.87     2.99    480       4042.71
121      0.0003        400      4                0.0045        0.1                      0.1            0.5               0                  0.25                  1330.08  1339.43         9.36      2.85    491       4052.72
194      0.00025       400      7                0.0045        0.2                      0.1            0.8               0                  0.25                  1480.88  1492.78         11.91     2.08    611       4053.52
322      0.00025       400      10               0.0045        0.4                      0.1            0.2               0                  0.4                   1459.42  1471.29         11.87     2.66    590       4062.80
386      0.00025       400      7                0.003         0.1                      0.1            0.8               0                  0.4                   1463.06  1474.74         11.68     2.58    584       4063.11
394      0.00025       400      10               0.0045        0.1                      0.1            0.8               0                  0.4                   1489.20  1500.50         11.30     2.55    587       4065.56
317      0.0003        400      10               0.003         0.4                      0.1            0.2               0                  0.4                   1439.78  1450.19         10.41     2.83    476       4083.99
258      0.00025       400      4                0.003         0.4                      0.1            0                 0                  0.4                   1481.33  1493.73         12.40     2.42    584       4085.62
420      0.00025       400      4                0.003         0.4                      0.1            0.8               0                  0.4                   1485.31  1497.71         12.40     2.84    587       4092.01
260      0.00025       400      7                0.003         0.4                      0.1            0                 0                  0.4                   1531.86  1544.44         12.58     2.57    595       4103.06
312      0.00025       400      4                0.003         0.4                      0.1            0.2               0                  0.4                   1485.94  1498.45         12.51     2.66    584       4109.15
227      0.0003        400      10               0.003         0.1                      0.1            0                 0                  0.4                   1407.22  1417.00         9.79      2.89    474       4116.73
415      0.0003        400      4                0.0015        0.4                      0.1            0.8               0                  0.4                   1624.66  1656.56         31.90     2.70    725       4119.27
376      0.00025       400      10               0.0045        0.4                      0.1            0.5               0                  0.4                   1572.54  1584.27         11.73     3.37    592       4124.78
366      0.00025       400      4                0.003         0.4                      0.1            0.5               0                  0.4                   1500.69  1513.21         12.51     2.63    588       4131.34
350      0.00025       400      7                0.003         0.2                      0.1            0.5               0                  0.4                   1444.94  1457.09         12.15     2.43    587       4133.43
106      0.00025       400      10               0.0045        0.4                      0.1            0.2               0                  0.25                  1500.16  1512.49         12.34     2.82    621       4134.37
26       0.00025       400      7                0.003         0.2                      0.1            0                 0                  0.25                  1410.52  1423.20         12.67     2.41    613       4137.87
28       0.00025       400      10               0.003         0.2                      0.1            0                 0                  0.25                  1579.27  1591.92         12.65     3.03    615       4141.89
423      0.0003        400      7                0.003         0.4                      0.1            0.8               0                  0.4                   1447.82  1458.73         10.91     3.10    483       4149.72
253      0.0003        400      4                0.0015        0.4                      0.1            0                 0                  0.4                   1597.44  1630.21         32.77     3.02    733       4157.43
214      0.00025       400      10               0.0045        0.4                      0.1            0.8               0                  0.25                  1455.78  1467.92         12.15     2.91    605       4157.63
190      0.00025       400      10               0.003         0.2                      0.1            0.8               0                  0.25                  1542.72  1555.52         12.80     2.68    623       4158.65
62       0.00025       400      7                0.003         0.1                      0.1            0.2               0                  0.25                  1501.88  1514.45         12.57     2.67    624       4170.83
208      0.00025       400      10               0.003         0.4                      0.1            0.8               0                  0.25                  1650.48  1663.47         13.00     2.79    621       4182.48
170      0.00025       400      7                0.003         0.1                      0.1            0.8               0                  0.25                  1474.78  1487.22         12.44     2.91    618       4183.01
404      0.00025       400      7                0.003         0.2                      0.1            0.8               0                  0.4                   1482.83  1494.80         11.97     2.27    585       4195.63
307      0.0003        400      4                0.0015        0.4                      0.1            0.2               0                  0.4                   1642.25  1674.16         31.91     2.71    718       4227.07
32       0.00025       400      7                0.0045        0.2                      0.1            0                 0                  0.25                  1498.52  1510.75         12.22     2.49    609       4250.85
334      0.00025       400      10               0.003         0.1                      0.1            0.5               0                  0.4                   1541.07  1553.14         12.08     2.95    590       4253.28
371      0.0003        400      10               0.003         0.4                      0.1            0.5               0                  0.4                   1483.16  1493.90         10.74     3.14    485       4260.74
296      0.00025       400      7                0.003         0.2                      0.1            0.2               0                  0.4                   1541.05  1553.12         12.07     2.23    594       4262.04
10       0.00025       400      10               0.003         0.1                      0.1            0                 0                  0.25                  1567.35  1579.87         12.52     3.58    626       4266.61
136      0.00025       400      10               0.003         0.2                      0.1            0.5               0                  0.25                  1578.46  1591.43         12.97     3.32    631       4268.71
7        0.0003        400      4                0.003         0.1                      0.1            0                 0                  0.25                  1355.08  1365.14         10.06     3.06    495       4283.04
124      0.00025       400      10               0.0045        0.1                      0.1            0.5               0                  0.25                  1592.45  1604.46         12.02     3.16    612       4285.02
325      0.0003        400      4                0.0015        0.1                      0.1            0.5               0                  0.4                   1555.23  1577.54         22.31     3.15    641       4298.66
242      0.00025       400      7                0.003         0.2                      0.1            0                 0                  0.4                   1497.43  1509.46         12.03     2.34    589       4300.48
278      0.00025       400      7                0.003         0.1                      0.1            0.2               0                  0.4                   1497.36  1509.10         11.75     2.47    581       4333.71
244      0.00025       400      10               0.003         0.2                      0.1            0                 0                  0.4                   1564.73  1576.91         12.19     3.29    592       4344.08
142      0.00025       400      10               0.0045        0.2                      0.1            0.5               0                  0.25                  1597.45  1609.52         12.07     2.75    612       4344.16
378      0.00025       400      4                0.0015        0.1                      0.1            0.8               0                  0.4                   1688.45  1712.53         24.08     2.51    754       4357.05
46       0.00025       400      10               0.003         0.4                      0.1            0                 0                  0.25                  1528.43  1541.57         13.13     3.01    625       4371.41
199      0.0003        400      4                0.0015        0.4                      0.1            0.8               0                  0.25                  1661.33  1692.64         31.32     2.57    735       4411.23
217      0.0003        400      4                0.0015        0.1                      0.1            0                 0                  0.4                   1389.23  1411.52         22.30     3.46    637       4421.56
388      0.00025       400      10               0.003         0.1                      0.1            0.8               0                  0.4                   1582.41  1594.22         11.82     2.78    584       4422.61
127      0.0003        400      4                0.0015        0.2                      0.1            0.5               0                  0.25                  1488.41  1513.58         25.17     2.84    687       4451.46
263      0.0003        400      10               0.003         0.4                      0.1            0                 0                  0.4                   1452.59  1463.19         10.59     2.51    483       4452.15
181      0.0003        400      4                0.0015        0.2                      0.1            0.8               0                  0.25                  1547.38  1572.09         24.71     3.81    681       4454.05
299      0.0003        400      10               0.003         0.2                      0.1            0.2               0                  0.4                   1535.93  1546.07         10.14     2.83    477       4470.31
196      0.00025       400      10               0.0045        0.2                      0.1            0.8               0                  0.25                  1651.91  1664.06         12.14     3.19    625       4489.77
52       0.00025       400      10               0.0045        0.4                      0.1            0                 0                  0.25                  1631.69  1643.82         12.12     3.26    617       4498.56
262      0.00025       400      10               0.003         0.4                      0.1            0                 0                  0.4                   1572.69  1585.16         12.47     3.82    589       4508.42
379      0.0003        400      4                0.0015        0.1                      0.1            0.8               0                  0.4                   1535.85  1558.30         22.45     2.64    640       4545.49
352      0.00025       400      10               0.003         0.2                      0.1            0.5               0                  0.4                   1623.44  1635.87         12.43     2.80    596       4546.87
113      0.0003        400      10               0.0015        0.1                      0.1            0.5               0                  0.25                  1649.02  1670.70         21.67     3.30    664       4550.28
57       0.0003        400      7                0.0015        0.1                      0.1            0.2               0                  0.25                  1492.69  1515.03         22.35     2.13    675       4554.66
219      0.0003        400      7                0.0015        0.1                      0.1            0                 0                  0.4                   1541.38  1563.92         22.55     2.80    648       4603.74
343      0.0003        400      4                0.0015        0.2                      0.1            0.5               0                  0.4                   1569.18  1594.61         25.43     3.63    667       4612.31
37       0.0003        400      4                0.0015        0.4                      0.1            0                 0                  0.25                  1613.33  1644.39         31.06     3.65    737       4627.83
368      0.00025       400      7                0.003         0.4                      0.1            0.5               0                  0.4                   1559.16  1571.49         12.33     2.72    585       4652.88
70       0.00025       400      10               0.0045        0.1                      0.1            0.2               0                  0.25                  1588.03  1600.33         12.30     2.86    621       4659.60
216      0.00025       400      4                0.0015        0.1                      0.1            0                 0                  0.4                   1613.31  1637.21         23.90     3.33    758       4662.03
145      0.0003        400      4                0.0015        0.4                      0.1            0.5               0                  0.25                  1560.87  1591.23         30.36     3.34    727       4666.49
361      0.0003        400      4                0.0015        0.4                      0.1            0.5               0                  0.4                   1656.88  1688.96         32.08     3.26    726       4708.54
110      0.00025       400      7                0.0015        0.1                      0.1            0.5               0                  0.25                  1652.92  1676.67         23.74     3.23    775       4733.65
21       0.0003        400      7                0.0015        0.2                      0.1            0                 0                  0.25                  1565.00  1590.01         25.01     2.71    690       4775.92
108      0.00025       400      4                0.0015        0.1                      0.1            0.5               0                  0.25                  1552.89  1576.75         23.86     3.11    767       4801.63
314      0.00025       400      7                0.003         0.4                      0.1            0.2               0                  0.4                   1546.13  1558.52         12.39     2.17    589       4810.83
397      0.0003        400      4                0.0015        0.2                      0.1            0.8               0                  0.4                   1606.54  1632.53         25.99     2.47    676       4826.79
309      0.0003        400      7                0.0015        0.4                      0.1            0.2               0                  0.4                   1674.97  1706.82         31.85     2.21    737       4830.01
383      0.0003        400      10               0.0015        0.1                      0.1            0.8               0                  0.4                   1718.78  1740.71         21.94     2.63    647       4833.29
19       0.0003        400      4                0.0015        0.2                      0.1            0                 0                  0.25                  1547.88  1572.58         24.69     3.31    689       4839.99
165      0.0003        400      7                0.0015        0.1                      0.1            0.8               0                  0.25                  1497.32  1519.74         22.41     2.18    676       4845.77
73       0.0003        400      4                0.0015        0.2                      0.1            0.2               0                  0.25                  1590.61  1615.36         24.75     2.93    677       4847.23
316      0.00025       400      10               0.003         0.4                      0.1            0.2               0                  0.4                   1687.12  1699.84         12.71     2.61    597       4853.71
275      0.0003        400      10               0.0015        0.1                      0.1            0.2               0                  0.4                   1634.34  1656.41         22.07     2.86    640       4861.34
1        0.0003        400      4                0.0015        0.1                      0.1            0                 0                  0.25                  1508.30  1530.35         22.05     3.55    652       4869.83
327      0.0003        400      7                0.0015        0.1                      0.1            0.5               0                  0.4                   1673.25  1695.62         22.37     2.49    641       4874.13
381      0.0003        400      7                0.0015        0.1                      0.1            0.8               0                  0.4                   1698.29  1720.50         22.21     2.64    638       4885.40
288      0.00025       400      4                0.0015        0.2                      0.1            0.2               0                  0.4                   1715.37  1742.52         27.15     3.31    780       4908.00
167      0.0003        400      10               0.0015        0.1                      0.1            0.8               0                  0.25                  1584.47  1606.44         21.97     2.89    666       4913.87
365      0.0003        400      10               0.0015        0.4                      0.1            0.5               0                  0.4                   1754.65  1785.74         31.09     2.43    735       4920.84
0        0.00025       400      4                0.0015        0.1                      0.1            0                 0                  0.25                  1607.88  1631.64         23.75     2.87    769       4923.13
162      0.00025       400      4                0.0015        0.1                      0.1            0.8               0                  0.25                  1561.00  1585.30         24.31     3.04    775       4931.59
91       0.0003        400      4                0.0015        0.4                      0.1            0.2               0                  0.25                  1646.69  1677.56         30.87     3.05    729       4946.88
183      0.0003        400      7                0.0015        0.2                      0.1            0.8               0                  0.25                  1494.77  1519.83         25.06     2.46    703       4947.27
5        0.0003        400      10               0.0015        0.1                      0.1            0                 0                  0.25                  1674.17  1696.66         22.49     2.79    681       4948.37
109      0.0003        400      4                0.0015        0.1                      0.1            0.5               0                  0.25                  1567.85  1590.26         22.41     3.64    661       4955.06
55       0.0003        400      4                0.0015        0.1                      0.1            0.2               0                  0.25                  1585.65  1607.73         22.07     4.67    657       4955.39
220      0.00025       400      10               0.0015        0.1                      0.1            0                 0                  0.4                   1852.75  1876.51         23.75     3.22    758       4964.18
345      0.0003        400      7                0.0015        0.2                      0.1            0.5               0                  0.4                   1609.49  1634.51         25.02     2.43    672       4964.60
59       0.0003        400      10               0.0015        0.1                      0.1            0.2               0                  0.25                  1596.78  1618.61         21.83     2.95    671       4972.92
18       0.00025       400      4                0.0015        0.2                      0.1            0                 0                  0.25                  1618.64  1645.22         26.59     3.13    792       4975.59
324      0.00025       400      4                0.0015        0.1                      0.1            0.5               0                  0.4                   1666.82  1690.54         23.73     3.53    752       4980.58
163      0.0003        400      4                0.0015        0.1                      0.1            0.8               0                  0.25                  1551.13  1573.63         22.50     3.47    668       4987.83
54       0.00025       400      4                0.0015        0.1                      0.1            0.2               0                  0.25                  1595.43  1619.46         24.04     3.12    776       5018.64
273      0.0003        400      7                0.0015        0.1                      0.1            0.2               0                  0.4                   1611.54  1633.47         21.93     2.45    649       5023.24
180      0.00025       400      4                0.0015        0.2                      0.1            0.8               0                  0.25                  1590.39  1617.34         26.95     2.84    799       5024.26
419      0.0003        400      10               0.0015        0.4                      0.1            0.8               0                  0.4                   1701.87  1733.31         31.44     2.37    735       5032.69
417      0.0003        400      7                0.0015        0.4                      0.1            0.8               0                  0.4                   1676.24  1708.03         31.78     2.24    731       5034.43
126      0.00025       400      4                0.0015        0.2                      0.1            0.5               0                  0.25                  1602.12  1629.18         27.06     2.82    802       5040.05
129      0.0003        400      7                0.0015        0.2                      0.1            0.5               0                  0.25                  1584.04  1609.63         25.60     2.67    708       5062.29
329      0.0003        400      10               0.0015        0.1                      0.1            0.5               0                  0.4                   1625.04  1646.80         21.76     2.81    644       5064.77
75       0.0003        400      7                0.0015        0.2                      0.1            0.2               0                  0.25                  1533.03  1558.43         25.39     2.48    697       5066.61
218      0.00025       400      7                0.0015        0.1                      0.1            0                 0                  0.4                   1780.64  1804.58         23.94     2.72    755       5067.16
272      0.00025       400      7                0.0015        0.1                      0.1            0.2               0                  0.4                   1612.17  1635.55         23.38     2.67    753       5075.05
235      0.0003        400      4                0.0015        0.2                      0.1            0                 0                  0.4                   1617.43  1643.04         25.61     3.07    675       5099.49
270      0.00025       400      4                0.0015        0.1                      0.1            0.2               0                  0.4                   1723.55  1747.01         23.46     2.74    748       5129.25
257      0.0003        400      10               0.0015        0.4                      0.1            0                 0                  0.4                   1843.02  1874.95         31.93     2.16    740       5132.75
3        0.0003        400      7                0.0015        0.1                      0.1            0                 0                  0.25                  1640.81  1662.74         21.93     2.91    663       5148.98
293      0.0003        400      10               0.0015        0.2                      0.1            0.2               0                  0.4                   1649.22  1674.12         24.90     2.68    684       5151.38
255      0.0003        400      7                0.0015        0.4                      0.1            0                 0                  0.4                   1614.27  1646.67         32.40     2.34    743       5152.40
289      0.0003        400      4                0.0015        0.2                      0.1            0.2               0                  0.4                   1673.55  1699.28         25.72     2.97    679       5154.22
58       0.00025       400      10               0.0015        0.1                      0.1            0.2               0                  0.25                  1710.75  1734.62         23.87     3.79    782       5154.57
424      0.00025       400      10               0.003         0.4                      0.1            0.8               0                  0.4                   1718.59  1731.23         12.64     3.11    602       5168.79
221      0.0003        400      10               0.0015        0.1                      0.1            0                 0                  0.4                   1776.28  1798.04         21.76     2.65    640       5172.90
22       0.00025       400      10               0.0015        0.2                      0.1            0                 0                  0.25                  1805.17  1832.23         27.06     3.84    814       5176.90
234      0.00025       400      4                0.0015        0.2                      0.1            0                 0                  0.4                   1740.67  1767.99         27.32     2.64    793       5181.11
201      0.0003        400      7                0.0015        0.4                      0.1            0.8               0                  0.25                  1721.36  1751.84         30.49     2.16    737       5197.32
128      0.00025       400      7                0.0015        0.2                      0.1            0.5               0                  0.25                  1705.62  1732.46         26.84     2.45    805       5201.61
237      0.0003        400      7                0.0015        0.2                      0.1            0                 0                  0.4                   1557.55  1582.74         25.18     2.42    669       5214.84
198      0.00025       400      4                0.0015        0.4                      0.1            0.8               0                  0.25                  1660.14  1692.97         32.83     2.83    845       5236.20
202      0.00025       400      10               0.0015        0.4                      0.1            0.8               0                  0.25                  1920.38  1952.86         32.49     2.70    861       5271.72
72       0.00025       400      4                0.0015        0.2                      0.1            0.2               0                  0.25                  1644.27  1670.79         26.53     3.01    797       5304.04
41       0.0003        400      10               0.0015        0.4                      0.1            0                 0                  0.25                  1649.83  1679.83         30.00     2.14    746       5353.01
39       0.0003        400      7                0.0015        0.4                      0.1            0                 0                  0.25                  1760.72  1791.46         30.74     2.06    754       5354.06
363      0.0003        400      7                0.0015        0.4                      0.1            0.5               0                  0.4                   1743.44  1775.85         32.41     2.05    737       5355.22
239      0.0003        400      10               0.0015        0.2                      0.1            0                 0                  0.4                   1733.10  1758.07         24.97     2.94    673       5358.44
396      0.00025       400      4                0.0015        0.2                      0.1            0.8               0                  0.4                   1750.36  1777.91         27.55     2.61    782       5375.22
347      0.0003        400      10               0.0015        0.2                      0.1            0.5               0                  0.4                   1727.31  1753.23         25.92     2.74    680       5377.48
311      0.0003        400      10               0.0015        0.4                      0.1            0.2               0                  0.4                   1740.36  1772.44         32.09     2.59    737       5381.31
56       0.00025       400      7                0.0015        0.1                      0.1            0.2               0                  0.25                  1704.08  1728.05         23.97     2.69    778       5383.41
400      0.00025       400      10               0.0015        0.2                      0.1            0.8               0                  0.4                   1867.97  1895.93         27.96     3.04    805       5385.89
185      0.0003        400      10               0.0015        0.2                      0.1            0.8               0                  0.25                  1668.98  1694.10         25.12     3.09    700       5404.13
149      0.0003        400      10               0.0015        0.4                      0.1            0.5               0                  0.25                  1642.89  1673.85         30.96     2.55    753       5417.80
147      0.0003        400      7                0.0015        0.4                      0.1            0.5               0                  0.25                  1662.20  1692.96         30.76     2.15    751       5439.95
380      0.00025       400      7                0.0015        0.1                      0.1            0.8               0                  0.4                   1751.89  1775.92         24.03     2.62    765       5441.00
95       0.0003        400      10               0.0015        0.4                      0.1            0.2               0                  0.25                  1769.76  1800.06         30.30     2.33    745       5450.45
326      0.00025       400      7                0.0015        0.1                      0.1            0.5               0                  0.4                   1831.27  1855.20         23.93     2.82    756       5451.86
291      0.0003        400      7                0.0015        0.2                      0.1            0.2               0                  0.4                   1725.25  1750.32         25.07     2.52    676       5461.14
166      0.00025       400      10               0.0015        0.1                      0.1            0.8               0                  0.25                  1780.39  1804.61         24.22     3.64    779       5466.43
4        0.00025       400      10               0.0015        0.1                      0.1            0                 0                  0.25                  1805.29  1829.59         24.30     3.75    780       5475.06
310      0.00025       400      10               0.0015        0.4                      0.1            0.2               0                  0.4                   1887.52  1921.25         33.72     2.75    844       5489.09
364      0.00025       400      10               0.0015        0.4                      0.1            0.5               0                  0.4                   1924.07  1957.74         33.67     2.84    839       5490.71
401      0.0003        400      10               0.0015        0.2                      0.1            0.8               0                  0.4                   1753.77  1778.97         25.21     2.78    678       5498.21
184      0.00025       400      10               0.0015        0.2                      0.1            0.8               0                  0.25                  1862.48  1889.44         26.96     3.55    802       5505.40
360      0.00025       400      4                0.0015        0.4                      0.1            0.5               0                  0.4                   1748.06  1781.68         33.62     3.04    837       5525.90
203      0.0003        400      10               0.0015        0.4                      0.1            0.8               0                  0.25                  1815.39  1845.70         30.30     2.86    745       5542.00
382      0.00025       400      10               0.0015        0.1                      0.1            0.8               0                  0.4                   1863.74  1887.84         24.10     3.49    760       5542.57
93       0.0003        400      7                0.0015        0.4                      0.1            0.2               0                  0.25                  1677.60  1708.44         30.84     2.23    756       5546.57
94       0.00025       400      10               0.0015        0.4                      0.1            0.2               0                  0.25                  1804.38  1836.90         32.52     3.01    862       5546.87
399      0.0003        400      7                0.0015        0.2                      0.1            0.8               0                  0.4                   1717.57  1743.25         25.69     2.38    676       5550.92
290      0.00025       400      7                0.0015        0.2                      0.1            0.2               0                  0.4                   1727.68  1755.28         27.60     3.02    792       5556.46
112      0.00025       400      10               0.0015        0.1                      0.1            0.5               0                  0.25                  1805.93  1830.07         24.14     3.10    784       5568.20
328      0.00025       400      10               0.0015        0.1                      0.1            0.5               0                  0.4                   1929.78  1953.45         23.67     3.80    755       5568.67
164      0.00025       400      7                0.0015        0.1                      0.1            0.8               0                  0.25                  1798.09  1821.98         23.89     2.39    777       5574.04
146      0.00025       400      7                0.0015        0.4                      0.1            0.5               0                  0.25                  1824.20  1857.12         32.92     2.40    858       5575.81
398      0.00025       400      7                0.0015        0.2                      0.1            0.8               0                  0.4                   1751.07  1778.71         27.65     2.52    794       5582.48
308      0.00025       400      7                0.0015        0.4                      0.1            0.2               0                  0.4                   1846.96  1880.47         33.50     2.49    841       5585.31
77       0.0003        400      10               0.0015        0.2                      0.1            0.2               0                  0.25                  1733.98  1759.24         25.26     2.58    703       5587.66
144      0.00025       400      4                0.0015        0.4                      0.1            0.5               0                  0.25                  1743.10  1775.85         32.75     2.63    846       5596.17
200      0.00025       400      7                0.0015        0.4                      0.1            0.8               0                  0.25                  1847.95  1880.54         32.59     2.59    857       5604.66
23       0.0003        400      10               0.0015        0.2                      0.1            0                 0                  0.25                  1748.91  1774.35         25.44     3.00    701       5628.14
36       0.00025       400      4                0.0015        0.4                      0.1            0                 0                  0.25                  1784.59  1817.39         32.79     2.71    848       5634.86
274      0.00025       400      10               0.0015        0.1                      0.1            0.2               0                  0.4                   1876.16  1900.21         24.05     3.82    761       5658.23
131      0.0003        400      10               0.0015        0.2                      0.1            0.5               0                  0.25                  1785.62  1810.50         24.88     2.66    705       5669.14
344      0.00025       400      7                0.0015        0.2                      0.1            0.5               0                  0.4                   1809.47  1836.75         27.28     2.58    785       5694.03
252      0.00025       400      4                0.0015        0.4                      0.1            0                 0                  0.4                   1790.64  1824.37         33.72     3.09    838       5700.80
236      0.00025       400      7                0.0015        0.2                      0.1            0                 0                  0.4                   1795.49  1822.66         27.18     2.84    791       5716.43
74       0.00025       400      7                0.0015        0.2                      0.1            0.2               0                  0.25                  1809.60  1837.16         27.55     2.60    816       5723.29
416      0.00025       400      7                0.0015        0.4                      0.1            0.8               0                  0.4                   1849.96  1884.41         34.45     2.38    857       5723.48
2        0.00025       400      7                0.0015        0.1                      0.1            0                 0                  0.25                  1693.07  1717.18         24.12     2.54    775       5728.42
90       0.00025       400      4                0.0015        0.4                      0.1            0.2               0                  0.25                  1801.65  1833.97         32.32     2.60    845       5746.11
342      0.00025       400      4                0.0015        0.2                      0.1            0.5               0                  0.4                   1737.52  1764.93         27.41     2.92    789       5764.13
92       0.00025       400      7                0.0015        0.4                      0.1            0.2               0                  0.25                  1857.37  1889.82         32.45     2.24    848       5765.67
40       0.00025       400      10               0.0015        0.4                      0.1            0                 0                  0.25                  1877.68  1910.49         32.81     2.82    863       5766.14
306      0.00025       400      4                0.0015        0.4                      0.1            0.2               0                  0.4                   1752.95  1786.41         33.46     2.43    832       5779.86
20       0.00025       400      7                0.0015        0.2                      0.1            0                 0                  0.25                  1752.38  1779.41         27.03     3.42    806       5781.93
414      0.00025       400      4                0.0015        0.4                      0.1            0.8               0                  0.4                   1828.81  1862.58         33.77     2.55    838       5786.26
148      0.00025       400      10               0.0015        0.4                      0.1            0.5               0                  0.25                  1810.39  1842.97         32.58     2.61    861       5828.70
38       0.00025       400      7                0.0015        0.4                      0.1            0                 0                  0.25                  1786.41  1817.99         31.58     2.24    843       5833.27
256      0.00025       400      10               0.0015        0.4                      0.1            0                 0                  0.4                   1938.87  1973.21         34.35     3.08    852       5889.76
130      0.00025       400      10               0.0015        0.2                      0.1            0.5               0                  0.25                  1832.58  1859.56         26.99     3.25    816       5953.20
362      0.00025       400      7                0.0015        0.4                      0.1            0.5               0                  0.4                   1832.46  1866.28         33.82     2.67    845       5960.55
182      0.00025       400      7                0.0015        0.2                      0.1            0.8               0                  0.25                  1814.47  1841.35         26.88     2.64    807       5979.82
292      0.00025       400      10               0.0015        0.2                      0.1            0.2               0                  0.4                   1854.35  1881.70         27.35     3.81    796       5991.50
418      0.00025       400      10               0.0015        0.4                      0.1            0.8               0                  0.4                   1986.82  2020.69         33.87     2.57    846       6066.01
254      0.00025       400      7                0.0015        0.4                      0.1            0                 0                  0.4                   1839.99  1873.39         33.40     2.38    838       6066.18
346      0.00025       400      10               0.0015        0.2                      0.1            0.5               0                  0.4                   1973.89  2001.72         27.83     3.72    796       6080.15
76       0.00025       400      10               0.0015        0.2                      0.1            0.2               0                  0.25                  1868.23  1895.47         27.24     3.54    815       6098.15
238      0.00025       400      10               0.0015        0.2                      0.1            0                 0                  0.4                   1968.95  1995.87         26.91     3.57    782       6116.25
