variant,place_thresh,cancel_buffer,max_pos,max_back_levels,order_decrease_coef,cross_thresh,cross_limit_maxpos_frac,premium_ema_coef,pred_momentum_coef,curv_impulse_coef,per_order_widen_frac,avg_pnl,avg_closed_pnl,avg_comm,sharpe,num_trds,sim_score
890,0.00025,0.1,80,4,0.2,0.003,0.1,0.2,0,0,0.5,487.40,495.73,8.33,1.25,505,867.06
891,0.0003,0.1,80,4,0.2,0.003,0.1,0.2,0,0,0.5,528.36,536.09,7.72,1.42,469,1017.12
892,0.000175,0.1,80,8,0.2,0.003,0.1,0.2,0,0,0.5,583.13,593.22,10.08,1.37,615,1120.71
893,0.000225,0.1,80,8,0.2,0.003,0.1,0.2,0,0,0.5,536.74,545.57,8.84,1.40,544,982.41
894,0.00025,0.1,80,8,0.2,0.003,0.1,0.2,0,0,0.5,526.92,535.37,8.45,1.32,518,1043.08
895,0.0003,0.1,80,8,0.2,0.003,0.1,0.2,0,0,0.5,462.69,470.29,7.60,1.23,466,888.67
896,0.000175,0.1,80,4,0.5,0.003,0.1,0.2,0,0,0.5,587.34,597.87,10.53,1.46,650,1230.70
897,0.000225,0.1,80,4,0.5,0.003,0.1,0.2,0,0,0.5,568.09,577.71,9.62,1.38,588,1119.10
898,0.00025,0.1,80,4,0.5,0.003,0.1,0.2,0,0,0.5,542.19,551.30,9.12,1.38,562,984.05
899,0.0003,0.1,80,4,0.5,0.003,0.1,0.2,0,0,0.5,517.63,526.04,8.41,1.44,512,1043.33
900,0.000175,0.1,80,8,0.5,0.003,0.1,0.2,0,0,0.5,610.04,620.72,10.69,1.50,659,1172.41
901,0.000225,0.1,80,8,0.5,0.003,0.1,0.2,0,0,0.5,557.38,567.01,9.63,1.29,589,1139.57
902,0.00025,0.1,80,8,0.5,0.003,0.1,0.2,0,0,0.5,517.54,526.61,9.07,1.29,564,1004.21
903,0.0003,0.1,80,8,0.5,0.003,0.1,0.2,0,0,0.5,552.87,561.29,8.42,1.44,515,1036.72
904,0.000175,0.1,80,4,0.7,0.003,0.1,0.2,0,0,0.5,601.60,612.83,11.23,1.39,691,1136.96
905,0.000225,0.1,80,4,0.7,0.003,0.1,0.2,0,0,0.5,548.42,558.44,10.03,1.42,622,1082.17
906,0.00025,0.1,80,4,0.7,0.003,0.1,0.2,0,0,0.5,567.28,576.94,9.65,1.48,596,1145.79
907,0.0003,0.1,80,4,0.7,0.003,0.1,0.2,0,0,0.5,566.02,574.82,8.80,1.45,546,1129.48
908,0.000175,0.1,80,8,0.7,0.003,0.1,0.2,0,0,0.5,611.87,623.09,11.22,1.47,697,1191.86
909,0.000225,0.1,80,8,0.7,0.003,0.1,0.2,0,0,0.5,592.15,602.19,10.05,1.40,627,1130.54
910,0.00025,0.1,80,8,0.7,0.003,0.1,0.2,0,0,0.5,554.41,563.99,9.58,1.29,594,978.72
911,0.0003,0.1,80,8,0.7,0.003,0.1,0.2,0,0,0.5,561.05,569.85,8.80,1.41,546,1069.49
912,0.000175,0.1,80,4,0.2,0.0045,0.1,0.2,0,0,0.5,568.94,578.67,9.73,1.38,612,1116.86
913,0.000225,0.1,80,4,0.2,0.0045,0.1,0.2,0,0,0.5,440.01,448.52,8.51,0.98,538,908.61
914,0.00025,0.1,80,4,0.2,0.0045,0.1,0.2,0,0,0.5,502.34,510.35,8.00,1.30,512,999.71
915,0.0003,0.1,80,4,0.2,0.0045,0.1,0.2,0,0,0.5,491.38,498.73,7.35,1.34,462,952.77
916,0.000175,0.1,80,8,0.2,0.0045,0.1,0.2,0,0,0.5,562.90,572.63,9.73,1.52,610,1111.46
917,0.000225,0.1,80,8,0.2,0.0045,0.1,0.2,0,0,0.5,515.50,524.01,8.52,1.22,535,992.06
918,0.00025,0.1,80,8,0.2,0.0045,0.1,0.2,0,0,0.5,526.56,534.55,7.99,1.51,504,1057.92
919,0.0003,0.1,80,8,0.2,0.0045,0.1,0.2,0,0,0.5,463.59,470.81,7.23,1.24,462,841.78
920,0.000175,0.1,80,4,0.5,0.0045,0.1,0.2,0,0,0.5,538.58,548.85,10.27,1.43,646,1160.95
921,0.000225,0.1,80,4,0.5,0.0045,0.1,0.2,0,0,0.5,530.45,539.65,9.20,1.28,581,999.49
922,0.00025,0.1,80,4,0.5,0.0045,0.1,0.2,0,0,0.5,552.92,561.88,8.96,1.42,567,1047.37
923,0.0003,0.1,80,4,0.5,0.0045,0.1,0.2,0,0,0.5,531.69,539.76,8.07,1.41,513,1062.58
924,0.000175,0.1,80,8,0.5,0.0045,0.1,0.2,0,0,0.5,585.81,596.08,10.27,1.49,646,1239.05
925,0.000225,0.1,80,8,0.5,0.0045,0.1,0.2,0,0,0.5,507.03,516.24,9.20,1.27,585,1021.60
926,0.00025,0.1,80,8,0.5,0.0045,0.1,0.2,0,0,0.5,567.33,576.09,8.76,1.47,559,1157.97
927,0.0003,0.1,80,8,0.5,0.0045,0.1,0.2,0,0,0.5,528.48,536.48,8.01,1.54,505,1095.91
928,0.000175,0.1,80,4,0.7,0.0045,0.1,0.2,0,0,0.5,541.57,552.37,10.80,1.21,682,1058.84
929,0.000225,0.1,80,4,0.7,0.0045,0.1,0.2,0,0,0.5,547.30,556.96,9.66,1.18,613,989.00
930,0.00025,0.1,80,4,0.7,0.0045,0.1,0.2,0,0,0.5,531.84,541.17,9.33,1.26,592,993.30
931,0.0003,0.1,80,4,0.7,0.0045,0.1,0.2,0,0,0.5,546.76,555.34,8.57,1.24,542,1016.22
932,0.000175,0.1,80,8,0.7,0.0045,0.1,0.2,0,0,0.5,540.46,551.17,10.70,1.39,682,1022.38
933,0.000225,0.1,80,8,0.7,0.0045,0.1,0.2,0,0,0.5,508.37,518.09,9.72,1.22,612,925.88
934,0.00025,0.1,80,8,0.7,0.0045,0.1,0.2,0,0,0.5,571.41,580.82,9.41,1.19,597,1012.12
935,0.0003,0.1,80,8,0.7,0.0045,0.1,0.2,0,0,0.5,523.86,532.41,8.56,1.30,546,1004.01
936,0.000175,0.1,80,4,0.2,0.0015,0.2,0.2,0,0,0.5,872.44,890.86,18.42,2.35,779,2138.64
937,0.000225,0.1,80,4,0.2,0.0015,0.2,0.2,0,0,0.5,785.98,803.50,17.52,1.75,711,1746.04
938,0.00025,0.1,80,4,0.2,0.0015,0.2,0.2,0,0,0.5,822.64,839.97,17.33,1.83,695,1836.95
939,0.0003,0.1,80,4,0.2,0.0015,0.2,0.2,0,0,0.5,794.88,811.72,16.84,1.81,645,1763.89
940,0.000175,0.1,80,8,0.2,0.0015,0.2,0.2,0,0,0.5,861.88,880.55,18.67,2.12,779,2041.22
941,0.000225,0.1,80,8,0.2,0.0015,0.2,0.2,0,0,0.5,805.12,822.39,17.26,1.96,707,1952.74
942,0.00025,0.1,80,8,0.2,0.0015,0.2,0.2,0,0,0.5,810.66,827.76,17.10,1.80,685,1952.46
943,0.0003,0.1,80,8,0.2,0.0015,0.2,0.2,0,0,0.5,835.48,851.75,16.27,1.98,634,2027.67
944,0.000175,0.1,80,4,0.5,0.0015,0.2,0.2,0,0,0.5,816.24,835.53,19.28,2.36,823,2092.34
945,0.000225,0.1,80,4,0.5,0.0015,0.2,0.2,0,0,0.5,855.86,874.09,18.22,1.92,761,2117.26
946,0.00025,0.1,80,4,0.5,0.0015,0.2,0.2,0,0,0.5,795.23,813.20,17.97,1.83,735,2021.10
947,0.0003,0.1,80,4,0.5,0.0015,0.2,0.2,0,0,0.5,848.85,866.11,17.25,1.80,690,2075.05
948,0.000175,0.1,80,8,0.5,0.0015,0.2,0.2,0,0,0.5,874.50,893.43,18.92,2.29,819,2342.26
949,0.000225,0.1,80,8,0.5,0.0015,0.2,0.2,0,0,0.5,889.55,907.85,18.31,2.07,754,2179.25
950,0.00025,0.1,80,8,0.5,0.0015,0.2,0.2,0,0,0.5,803.91,821.50,17.60,1.86,735,2010.98
951,0.0003,0.1,80,8,0.5,0.0015,0.2,0.2,0,0,0.5,828.97,846.22,17.25,1.77,691,1965.84
952,0.000175,0.1,80,4,0.7,0.0015,0.2,0.2,0,0,0.5,844.82,864.31,19.50,1.82,864,2105.77
953,0.000225,0.1,80,4,0.7,0.0015,0.2,0.2,0,0,0.5,832.26,850.99,18.73,1.98,789,1897.95
954,0.00025,0.1,80,4,0.7,0.0015,0.2,0.2,0,0,0.5,857.44,875.98,18.54,1.96,771,2060.82
955,0.0003,0.1,80,4,0.7,0.0015,0.2,0.2,0,0,0.5,830.24,848.09,17.85,1.84,723,1993.88
956,0.000175,0.1,80,8,0.7,0.0015,0.2,0.2,0,0,0.5,885.69,905.50,19.82,1.88,862,2175.93
957,0.000225,0.1,80,8,0.7,0.0015,0.2,0.2,0,0,0.5,860.06,878.49,18.43,2.27,788,2116.04
958,0.00025,0.1,80,8,0.7,0.0015,0.2,0.2,0,0,0.5,805.95,824.00,18.05,1.90,754,2083.67
959,0.0003,0.1,80,8,0.7,0.0015,0.2,0.2,0,0,0.5,864.06,881.67,17.61,1.93,712,2065.51
960,0.000175,0.1,80,4,0.2,0.003,0.2,0.2,0,0,0.5,557.32,567.39,10.06,1.58,618,1123.43
961,0.000225,0.1,80,4,0.2,0.003,0.2,0.2,0,0,0.5,505.37,514.26,8.90,1.21,541,988.94
962,0.00025,0.1,80,4,0.2,0.003,0.2,0.2,0,0,0.5,521.56,530.19,8.62,1.19,522,991.83
963,0.0003,0.1,80,4,0.2,0.003,0.2,0.2,0,0,0.5,491.84,499.59,7.76,1.36,473,925.08
964,0.000175,0.1,80,8,0.2,0.003,0.2,0.2,0,0,0.5,599.75,609.98,10.23,1.83,609,1231.05
965,0.000225,0.1,80,8,0.2,0.003,0.2,0.2,0,0,0.5,539.19,548.08,8.89,1.50,541,1102.55
966,0.00025,0.1,80,8,0.2,0.003,0.2,0.2,0,0,0.5,454.50,462.93,8.43,1.25,512,851.30
967,0.0003,0.1,80,8,0.2,0.003,0.2,0.2,0,0,0.5,527.84,535.48,7.64,1.32,460,958.67
968,0.000175,0.1,80,4,0.5,0.003,0.2,0.2,0,0,0.5,521.30,531.89,10.59,1.23,654,1162.93
969,0.000225,0.1,80,4,0.5,0.003,0.2,0.2,0,0,0.5,527.20,536.82,9.62,1.29,585,1061.90
970,0.00025,0.1,80,4,0.5,0.003,0.2,0.2,0,0,0.5,531.14,540.45,9.32,1.35,559,1017.82
971,0.0003,0.1,80,4,0.5,0.003,0.2,0.2,0,0,0.5,564.13,572.50,8.37,1.45,512,1091.04
972,0.000175,0.1,80,8,0.5,0.003,0.2,0.2,0,0,0.5,572.05,582.72,10.67,1.48,654,1206.06
973,0.000225,0.1,80,8,0.5,0.003,0.2,0.2,0,0,0.5,573.86,583.60,9.74,1.54,593,1175.04
974,0.00025,0.1,80,8,0.5,0.003,0.2,0.2,0,0,0.5,606.43,615.78,9.34,1.44,571,1142.87
975,0.0003,0.1,80,8,0.5,0.003,0.2,0.2,0,0,0.5,558.62,566.92,8.30,1.45,509,1081.00
976,0.000175,0.1,80,4,0.7,0.003,0.2,0.2,0,0,0.5,551.97,563.25,11.29,1.28,698,1034.80
977,0.000225,0.1,80,4,0.7,0.003,0.2,0.2,0,0,0.5,529.02,539.07,10.05,1.30,623,1085.15
978,0.00025,0.1,80,4,0.7,0.003,0.2,0.2,0,0,0.5,564.54,574.30,9.77,1.27,598,1057.94
979,0.0003,0.1,80,4,0.7,0.003,0.2,0.2,0,0,0.5,557.29,566.18,8.88,1.39,552,1006.13
980,0.000175,0.1,80,8,0.7,0.003,0.2,0.2,0,0,0.5,631.26,642.28,11.01,1.65,679,1312.65
981,0.000225,0.1,80,8,0.7,0.003,0.2,0.2,0,0,0.5,604.90,615.11,10.22,1.53,618,1172.11
982,0.00025,0.1,80,8,0.7,0.003,0.2,0.2,0,0,0.5,567.99,577.83,9.84,1.34,600,1029.18
983,0.0003,0.1,80,8,0.7,0.003,0.2,0.2,0,0,0.5,587.55,596.39,8.83,1.30,543,1128.07
984,0.000175,0.1,80,4,0.2,0.0045,0.2,0.2,0,0,0.5,552.98,562.61,9.63,1.41,606,1103.57
985,0.000225,0.1,80,4,0.2,0.0045,0.2,0.2,0,0,0.5,496.77,505.35,8.59,1.16,537,961.51
986,0.00025,0.1,80,4,0.2,0.0045,0.2,0.2,0,0,0.5,471.23,479.20,7.97,1.17,505,899.20
987,0.0003,0.1,80,4,0.2,0.0045,0.2,0.2,0,0,0.5,489.37,496.69,7.32,1.24,466,894.30
988,0.000175,0.1,80,8,0.2,0.0045,0.2,0.2,0,0,0.5,540.11,549.78,9.68,1.29,604,952.56
989,0.000225,0.1,80,8,0.2,0.0045,0.2,0.2,0,0,0.5,535.94,544.41,8.47,1.35,530,908.89
990,0.00025,0.1,80,8,0.2,0.0045,0.2,0.2,0,0,0.5,510.74,518.84,8.10,1.18,513,892.60
991,0.0003,0.1,80,8,0.2,0.0045,0.2,0.2,0,0,0.5,479.56,486.85,7.29,1.28,458,1022.19
992,0.000175,0.1,80,4,0.5,0.0045,0.2,0.2,0,0,0.5,577.03,587.34,10.32,1.41,649,1256.19
993,0.000225,0.1,80,4,0.5,0.0045,0.2,0.2,0,0,0.5,527.55,536.83,9.28,1.16,587,934.01
994,0.00025,0.1,80,4,0.5,0.0045,0.2,0.2,0,0,0.5,530.17,539.12,8.95,1.26,563,974.77
995,0.0003,0.1,80,4,0.5,0.0045,0.2,0.2,0,0,0.5,509.85,518.02,8.18,1.27,514,1020.64
996,0.000175,0.1,80,8,0.5,0.0045,0.2,0.2,0,0,0.5,577.38,587.53,10.15,1.26,636,1093.42
997,0.000225,0.1,80,8,0.5,0.0045,0.2,0.2,0,0,0.5,546.08,555.29,9.22,1.42,585,1061.58
998,0.00025,0.1,80,8,0.5,0.0045,0.2,0.2,0,0,0.5,505.57,514.53,8.96,1.30,564,930.48
999,0.0003,0.1,80,8,0.5,0.0045,0.2,0.2,0,0,0.5,535.14,543.03,7.88,1.43,501,1066.67
1000,0.000175,0.1,80,4,0.7,0.0045,0.2,0.2,0,0,0.5,570.30,581.27,10.97,1.31,697,1163.60
1001,0.000225,0.1,80,4,0.7,0.0045,0.2,0.2,0,0,0.5,556.43,566.19,9.75,1.25,618,1065.05
1002,0.00025,0.1,80,4,0.7,0.0045,0.2,0.2,0,0,0.5,561.53,570.95,9.42,1.24,597,997.32
1003,0.0003,0.1,80,4,0.7,0.0045,0.2,0.2,0,0,0.5,550.19,558.62,8.44,1.49,543,1055.81
1004,0.000175,0.1,80,8,0.7,0.0045,0.2,0.2,0,0,0.5,575.00,585.69,10.70,1.45,683,1228.46
1005,0.000225,0.1,80,8,0.7,0.0045,0.2,0.2,0,0,0.5,563.96,573.76,9.80,1.35,616,1063.34
1006,0.00025,0.1,80,8,0.7,0.0045,0.2,0.2,0,0,0.5,582.11,591.38,9.26,1.41,593,1112.86
1007,0.0003,0.1,80,8,0.7,0.0045,0.2,0.2,0,0,0.5,545.27,553.80,8.53,1.39,536,1043.35
1008,0.000175,0.1,80,4,0.2,0.0015,0.4,0.2,0,0,0.5,885.56,906.26,20.71,2.14,807,2180.09
1009,0.000225,0.1,80,4,0.2,0.0015,0.4,0.2,0,0,0.5,813.74,833.19,19.45,1.61,706,1839.64
1010,0.00025,0.1,80,4,0.2,0.0015,0.4,0.2,0,0,0.5,800.31,818.56,18.25,1.72,660,1916.88
1011,0.0003,0.1,80,4,0.2,0.0015,0.4,0.2,0,0,0.5,834.95,853.74,18.79,1.93,655,1907.30
1012,0.000175,0.1,80,8,0.2,0.0015,0.4,0.2,0,0,0.5,829.76,850.44,20.68,2.00,794,1960.60
1013,0.000225,0.1,80,8,0.2,0.0015,0.4,0.2,0,0,0.5,828.41,847.58,19.17,1.54,696,1798.76
1014,0.00025,0.1,80,8,0.2,0.0015,0.4,0.2,0,0,0.5,760.00,778.67,18.67,1.81,678,1784.16
1015,0.0003,0.1,80,8,0.2,0.0015,0.4,0.2,0,0,0.5,757.78,775.42,17.64,1.67,616,1732.21
1016,0.000175,0.1,80,4,0.5,0.0015,0.4,0.2,0,0,0.5,870.67,891.48,20.81,2.07,824,2048.42
1017,0.000225,0.1,80,4,0.5,0.0015,0.4,0.2,0,0,0.5,829.31,849.26,19.95,1.91,759,1917.89
1018,0.00025,0.1,80,4,0.5,0.0015,0.4,0.2,0,0,0.5,838.14,858.23,20.09,1.93,735,1893.85
1019,0.0003,0.1,80,4,0.5,0.0015,0.4,0.2,0,0,0.5,828.81,848.19,19.38,1.68,703,1791.56
1020,0.000175,0.1,80,8,0.5,0.0015,0.4,0.2,0,0,0.5,903.29,923.97,20.68,2.41,833,2247.40
1021,0.000225,0.1,80,8,0.5,0.0015,0.4,0.2,0,0,0.5,801.70,820.98,19.28,1.87,717,1941.83
1022,0.00025,0.1,80,8,0.5,0.0015,0.4,0.2,0,0,0.5,862.43,881.72,19.29,1.99,718,2095.33
1023,0.0003,0.1,80,8,0.5,0.0015,0.4,0.2,0,0,0.5,723.49,742.04,18.55,1.38,641,1766.02
1024,0.000175,0.1,80,4,0.7,0.0015,0.4,0.2,0,0,0.5,892.04,914.04,21.99,2.07,884,2198.14
1025,0.000225,0.1,80,4,0.7,0.0015,0.4,0.2,0,0,0.5,826.06,845.72,19.66,1.82,749,1939.31
1026,0.00025,0.1,80,4,0.7,0.0015,0.4,0.2,0,0,0.5,825.28,845.90,20.61,1.64,766,1909.70
1027,0.0003,0.1,80,4,0.7,0.0015,0.4,0.2,0,0,0.5,866.32,886.29,19.96,1.89,744,2054.87
1028,0.000175,0.1,80,8,0.7,0.0015,0.4,0.2,0,0,0.5,862.46,883.41,20.95,2.09,833,2153.56
1029,0.000225,0.1,80,8,0.7,0.0015,0.4,0.2,0,0,0.5,794.74,814.72,19.98,1.80,759,1815.59
1030,0.00025,0.1,80,8,0.7,0.0015,0.4,0.2,0,0,0.5,816.99,837.03,20.04,1.78,766,1881.89
1031,0.0003,0.1,80,8,0.7,0.0015,0.4,0.2,0,0,0.5,721.89,740.38,18.49,1.43,651,1667.34
1032,0.000175,0.1,80,4,0.2,0.003,0.4,0.2,0,0,0.5,539.57,549.70,10.13,1.32,610,1035.62
1033,0.000225,0.1,80,4,0.2,0.003,0.4,0.2,0,0,0.5,541.35,550.29,8.94,1.47,538,1094.70
1034,0.00025,0.1,80,4,0.2,0.003,0.4,0.2,0,0,0.5,479.30,488.09,8.79,1.22,523,968.99
1035,0.0003,0.1,80,4,0.2,0.003,0.4,0.2,0,0,0.5,516.72,524.45,7.74,1.47,465,1055.04
1036,0.000175,0.1,80,8,0.2,0.003,0.4,0.2,0,0,0.5,572.36,582.67,10.31,1.33,615,1099.01
1037,0.000225,0.1,80,8,0.2,0.003,0.4,0.2,0,0,0.5,570.47,579.57,9.10,1.50,543,1170.73
1038,0.00025,0.1,80,8,0.2,0.003,0.4,0.2,0,0,0.5,525.34,534.09,8.74,1.44,519,1023.37
1039,0.0003,0.1,80,8,0.2,0.003,0.4,0.2,0,0,0.5,507.16,514.80,7.64,1.43,460,982.73
1040,0.000175,0.1,80,4,0.5,0.003,0.4,0.2,0,0,0.5,567.95,578.84,10.88,1.53,663,1132.78
1041,0.000225,0.1,80,4,0.5,0.003,0.4,0.2,0,0,0.5,520.42,530.00,9.58,1.42,584,1015.28
1042,0.00025,0.1,80,4,0.5,0.003,0.4,0.2,0,0,0.5,531.13,540.43,9.31,1.29,563,988.30
1043,0.0003,0.1,80,4,0.5,0.003,0.4,0.2,0,0,0.5,554.70,563.36,8.65,1.40,519,1009.20
1044,0.000175,0.1,80,8,0.5,0.003,0.4,0.2,0,0,0.5,602.50,613.26,10.75,1.66,653,1238.05
1045,0.000225,0.1,80,8,0.5,0.003,0.4,0.2,0,0,0.5,634.20,644.03,9.83,1.46,584,1341.29
1046,0.00025,0.1,80,8,0.5,0.003,0.4,0.2,0,0,0.5,586.96,596.31,9.36,1.34,564,1107.09
1047,0.0003,0.1,80,8,0.5,0.003,0.4,0.2,0,0,0.5,522.51,530.97,8.46,1.37,509,989.84
1048,0.000175,0.1,80,4,0.7,0.003,0.4,0.2,0,0,0.5,548.91,560.40,11.49,1.29,695,1169.56
1049,0.000225,0.1,80,4,0.7,0.003,0.4,0.2,0,0,0.5,566.14,576.37,10.23,1.18,624,1009.74
1050,0.00025,0.1,80,4,0.7,0.003,0.4,0.2,0,0,0.5,521.43,531.34,9.92,1.40,599,972.52
1051,0.0003,0.1,80,4,0.7,0.003,0.4,0.2,0,0,0.5,603.19,612.39,9.20,1.51,554,1104.40
1052,0.000175,0.1,80,8,0.7,0.003,0.4,0.2,0,0,0.5,614.69,625.95,11.26,1.58,685,1270.28
1053,0.000225,0.1,80,8,0.7,0.003,0.4,0.2,0,0,0.5,553.21,563.52,10.32,1.42,626,1084.70
1054,0.00025,0.1,80,8,0.7,0.003,0.4,0.2,0,0,0.5,592.66,602.56,9.90,1.33,604,1114.38
1055,0.0003,0.1,80,8,0.7,0.003,0.4,0.2,0,0,0.5,559.61,568.51,8.90,1.35,544,1055.31
1056,0.000175,0.1,80,4,0.2,0.0045,0.4,0.2,0,0,0.5,507.43,517.21,9.79,1.16,607,1028.08
1057,0.000225,0.1,80,4,0.2,0.0045,0.4,0.2,0,0,0.5,519.74,528.32,8.58,1.21,532,954.44
1058,0.00025,0.1,80,4,0.2,0.0045,0.4,0.2,0,0,0.5,480.28,488.42,8.13,1.19,512,837.39
1059,0.0003,0.1,80,4,0.2,0.0045,0.4,0.2,0,0,0.5,515.27,522.49,7.22,1.33,454,939.77
1060,0.000175,0.1,80,8,0.2,0.0045,0.4,0.2,0,0,0.5,540.52,550.23,9.70,1.42,604,1017.21
1061,0.000225,0.1,80,8,0.2,0.0045,0.4,0.2,0,0,0.5,545.28,553.88,8.60,1.43,541,1002.84
1062,0.00025,0.1,80,8,0.2,0.0045,0.4,0.2,0,0,0.5,522.41,530.53,8.12,1.20,510,958.84
1063,0.0003,0.1,80,8,0.2,0.0045,0.4,0.2,0,0,0.5,477.22,484.49,7.27,1.39,457,952.85
1064,0.000175,0.1,80,4,0.5,0.0045,0.4,0.2,0,0,0.5,499.68,510.17,10.49,1.25,659,1078.37
1065,0.000225,0.1,80,4,0.5,0.0045,0.4,0.2,0,0,0.5,501.31,510.46,9.15,1.30,579,999.29
1066,0.00025,0.1,80,4,0.5,0.0045,0.4,0.2,0,0,0.5,495.73,504.65,8.92,1.17,559,881.21
1067,0.0003,0.1,80,4,0.5,0.0045,0.4,0.2,0,0,0.5,533.09,541.11,8.02,1.43,502,1022.80
1068,0.000175,0.1,80,8,0.5,0.0045,0.4,0.2,0,0,0.5,566.76,577.20,10.43,1.45,651,1118.01
1069,0.000225,0.1,80,8,0.5,0.0045,0.4,0.2,0,0,0.5,519.82,529.22,9.40,1.17,586,994.17
1070,0.00025,0.1,80,8,0.5,0.0045,0.4,0.2,0,0,0.5,503.60,512.45,8.85,1.18,556,972.91
1071,0.0003,0.1,80,8,0.5,0.0045,0.4,0.2,0,0,0.5,530.09,538.07,7.98,1.21,505,971.73
1072,0.000175,0.1,80,4,0.7,0.0045,0.4,0.2,0,0,0.5,551.82,562.80,10.97,1.42,690,1129.52
1073,0.000225,0.1,80,4,0.7,0.0045,0.4,0.2,0,0,0.5,530.96,540.75,9.80,1.17,615,1083.50
1074,0.00025,0.1,80,4,0.7,0.0045,0.4,0.2,0,0,0.5,556.21,565.52,9.31,1.47,599,1137.08
1075,0.0003,0.1,80,4,0.7,0.0045,0.4,0.2,0,0,0.5,541.65,550.23,8.58,1.43,536,1004.33
1076,0.000175,0.1,80,8,0.7,0.0045,0.4,0.2,0,0,0.5,602.68,613.66,10.97,1.91,691,1297.94
1077,0.000225,0.1,80,8,0.7,0.0045,0.4,0.2,0,0,0.5,564.35,574.18,9.83,1.39,620,1080.55
1078,0.00025,0.1,80,8,0.7,0.0045,0.4,0.2,0,0,0.5,527.62,536.99,9.36,1.17,592,934.54
1079,0.0003,0.1,80,8,0.7,0.0045,0.4,0.2,0,0,0.5,534.97,543.45,8.47,1.43,532,1140.15
1080,0.000175,0.1,80,4,0.2,0.0015,0.1,0.5,0,0,0.5,832.08,849.51,17.43,2.27,767,2054.47
1081,0.000225,0.1,80,4,0.2,0.0015,0.1,0.5,0,0,0.5,790.25,806.38,16.12,1.82,693,1839.05
1082,0.00025,0.1,80,4,0.2,0.0015,0.1,0.5,0,0,0.5,757.15,773.03,15.88,1.79,665,1773.42
1083,0.0003,0.1,80,4,0.2,0.0015,0.1,0.5,0,0,0.5,801.51,817.28,15.77,1.64,626,1917.05
1084,0.000175,0.1,80,8,0.2,0.0015,0.1,0.5,0,0,0.5,808.15,825.62,17.48,2.44,759,2087.58
1085,0.000225,0.1,80,8,0.2,0.0015,0.1,0.5,0,0,0.5,792.83,809.04,16.20,1.99,690,1937.89
1086,0.00025,0.1,80,8,0.2,0.0015,0.1,0.5,0,0,0.5,782.65,798.67,16.03,1.96,666,1821.73
1087,0.0003,0.1,80,8,0.2,0.0015,0.1,0.5,0,0,0.5,795.75,811.14,15.39,1.87,617,2018.87
1088,0.000175,0.1,80,4,0.5,0.0015,0.1,0.5,0,0,0.5,830.03,847.98,17.96,2.10,815,2023.69
1089,0.000225,0.1,80,4,0.5,0.0015,0.1,0.5,0,0,0.5,789.21,805.92,16.71,1.82,725,1886.12
1090,0.00025,0.1,80,4,0.5,0.0015,0.1,0.5,0,0,0.5,769.50,786.43,16.93,1.82,719,1903.46
1091,0.0003,0.1,80,4,0.5,0.0015,0.1,0.5,0,0,0.5,787.11,803.42,16.31,1.77,670,1730.03
1092,0.000175,0.1,80,8,0.5,0.0015,0.1,0.5,0,0,0.5,844.56,862.58,18.03,2.05,797,2004.56
1093,0.000225,0.1,80,8,0.5,0.0015,0.1,0.5,0,0,0.5,859.20,876.47,17.27,1.97,739,2211.62
1094,0.00025,0.1,80,8,0.5,0.0015,0.1,0.5,0,0,0.5,810.65,827.29,16.65,1.73,708,2008.84
1095,0.0003,0.1,80,8,0.5,0.0015,0.1,0.5,0,0,0.5,861.80,877.85,16.05,1.77,662,2046.30
1096,0.000175,0.1,80,4,0.7,0.0015,0.1,0.5,0,0,0.5,839.90,858.50,18.61,1.95,839,2025.18
1097,0.000225,0.1,80,4,0.7,0.0015,0.1,0.5,0,0,0.5,833.37,851.00,17.63,1.86,773,1925.97
1098,0.00025,0.1,80,4,0.7,0.0015,0.1,0.5,0,0,0.5,805.77,823.38,17.61,1.74,752,1966.49
1099,0.0003,0.1,80,4,0.7,0.0015,0.1,0.5,0,0,0.5,807.56,824.06,16.50,1.78,700,1939.33
1100,0.000175,0.1,80,8,0.7,0.0015,0.1,0.5,0,0,0.5,866.68,885.18,18.50,1.98,838,2215.24
1101,0.000225,0.1,80,8,0.7,0.0015,0.1,0.5,0,0,0.5,891.56,909.02,17.46,1.77,765,2153.59
1102,0.00025,0.1,80,8,0.7,0.0015,0.1,0.5,0,0,0.5,879.64,896.56,16.92,1.73,753,2106.58
1103,0.0003,0.1,80,8,0.7,0.0015,0.1,0.5,0,0,0.5,852.73,869.01,16.27,1.67,686,2189.12
1104,0.000175,0.1,80,4,0.2,0.003,0.1,0.5,0,0,0.5,527.83,537.90,10.07,1.22,618,1055.33
1105,0.000225,0.1,80,4,0.2,0.003,0.1,0.5,0,0,0.5,522.33,531.17,8.84,1.26,543,1083.64
1106,0.00025,0.1,80,4,0.2,0.003,0.1,0.5,0,0,0.5,471.86,480.32,8.46,1.11,518,925.49
1107,0.0003,0.1,80,4,0.2,0.003,0.1,0.5,0,0,0.5,498.53,506.27,7.74,1.29,468,1070.90
1108,0.000175,0.1,80,8,0.2,0.003,0.1,0.5,0,0,0.5,540.97,551.00,10.03,1.42,614,1040.76
1109,0.000225,0.1,80,8,0.2,0.003,0.1,0.5,0,0,0.5,539.35,548.02,8.66,1.54,533,1096.15
