variant  place_thresh  pred_momentum_coef  curv_impulse_coef  premium_ema_coef  premium_tdc_s  per_order_widen_frac  avg_pnl  avg_closed_pnl  avg_comm  sharpe  num_trds  sim_score
386      0.00015       0                   0                  0                 120            1                     1741.54  1776.46         34.91     0.86    420       2955.89
148      0.0001        0.2                 0                  0.8               120            0.1                   2674.62  2724.65         50.03     0.65    618       2957.29
305      0.00015       0.2                 1                  0.5               120            0.5                   1662.45  1690.08         27.63     0.97    336       2958.03
300      5e-05         0                   1                  0.5               120            0.5                   2336.59  2396.22         59.63     0.70    732       2961.76
90       5e-05         0.5                 5                  0.2               120            0.1                   2479.59  2522.22         42.63     0.64    526       2963.58
253      0.0001        0                   1                  0.2               120            0.5                   2258.08  2301.48         43.41     0.83    546       2974.42
21       5e-05         0.7                 1                  0                 120            0.1                   2718.16  2769.34         51.19     0.69    621       2979.19
299      0.00015       0.7                 0                  0.5               120            0.5                   1961.59  1991.80         30.21     0.81    364       2984.66
294      5e-05         0.5                 0                  0.5               120            0.5                   2675.17  2731.82         56.65     0.73    690       2989.14
259      0.0001        0.5                 1                  0.2               120            0.5                   2249.30  2286.11         36.80     0.82    468       2990.17
141      5e-05         0.7                 5                  0.5               120            0.1                   2501.17  2541.59         40.41     0.72    503       2991.12
424      0.0001        0.2                 5                  0                 120            1                     1601.19  1630.79         29.60     0.95    373       2991.52
503      0.00015       0.7                 1                  0.5               120            1                     1388.54  1411.63         23.08     1.14    287       2995.99
302      0.00015       0                   1                  0.5               120            0.5                   1729.43  1759.31         29.88     0.92    363       2996.75
354      5e-05         0.5                 1                  0.8               120            0.5                   2369.37  2418.21         48.85     0.81    603       2997.98
325      0.0001        0                   5                  0.5               120            0.5                   1722.28  1755.69         33.41     0.91    425       3003.10
27       5e-05         0.2                 3                  0                 120            0.1                   2668.55  2719.39         50.84     0.63    617       3004.16
520      0.0001        0.2                 5                  0.5               120            1                     1495.15  1524.05         28.90     0.99    366       3010.00
276      5e-05         0                   5                  0.2               120            0.5                   2170.04  2217.06         47.01     0.77    583       3010.90
119      0.00015       0.7                 1                  0.5               120            0.1                   1991.04  2018.33         27.29     0.66    335       3018.60
551      0.00015       0.7                 1                  0.8               120            1                     1387.39  1409.26         21.88     1.09    265       3026.78
446      0.00015       0                   1                  0.2               120            1                     1628.05  1656.28         28.23     1.02    346       3028.39
6        5e-05         0.5                 0                  0                 120            0.1                   2701.19  2759.30         58.10     0.64    688       3028.96
251      0.00015       0.7                 0                  0.2               120            0.5                   1947.46  1979.48         32.02     0.80    391       3033.08
96       5e-05         0                   0                  0.5               120            0.1                   2267.35  2338.66         71.31     0.56    843       3040.10
156      5e-05         0                   1                  0.8               120            0.1                   2252.63  2319.98         67.34     0.59    814       3041.94
226      0.0001        0.7                 3                  0                 120            0.5                   1972.84  2003.62         30.78     0.87    397       3043.68
246      5e-05         0.5                 0                  0.2               120            0.5                   2818.08  2874.67         56.59     0.71    685       3048.36
529      0.0001        0                   0                  0.8               120            1                     1863.93  1912.01         48.09     0.81    599       3057.96
160      0.0001        0.2                 1                  0.8               120            0.1                   2238.43  2280.59         42.16     0.62    532       3060.95
536      0.00015       0.5                 0                  0.8               120            1                     1602.79  1629.08         26.29     1.17    320       3064.49
334      0.0001        0.7                 5                  0.5               120            0.5                   1686.41  1713.32         26.91     0.91    343       3070.44
449      0.00015       0.2                 1                  0.2               120            1                     1609.55  1635.96         26.41     0.97    322       3073.06
359      0.00015       0.7                 1                  0.8               120            0.5                   1505.83  1528.72         22.89     0.93    282       3075.67
282      5e-05         0.5                 5                  0.2               120            0.5                   2232.87  2271.84         38.97     0.82    490       3080.28
537      5e-05         0.7                 0                  0.8               120            1                     2408.65  2458.57         49.91     0.85    618       3083.72
324      5e-05         0                   5                  0.5               120            0.5                   2100.97  2148.73         47.76     0.87    593       3084.95
293      0.00015       0.2                 0                  0.5               120            0.5                   1916.27  1949.24         32.97     0.81    400       3088.90
401      0.00015       0.2                 1                  0                 120            1                     1619.67  1646.49         26.82     1.01    326       3093.92
65       0.00015       0.2                 1                  0.2               120            0.1                   2001.96  2032.86         30.91     0.58    376       3096.77
290      0.00015       0                   0                  0.5               120            0.5                   1934.24  1970.79         36.55     0.81    439       3097.78
5        0.00015       0.2                 0                  0                 120            0.1                   1984.02  2022.97         38.95     0.60    455       3102.91
57       5e-05         0.7                 0                  0.2               120            0.1                   2606.31  2662.44         56.13     0.66    670       3107.57
205      0.0001        0                   1                  0                 120            0.5                   2349.89  2393.99         44.10     0.77    544       3109.06
117      5e-05         0.7                 1                  0.5               120            0.1                   2823.33  2874.03         50.70     0.67    619       3110.50
430      0.0001        0.7                 5                  0                 120            1                     1628.97  1655.73         26.76     0.97    342       3110.80
165      5e-05         0.7                 1                  0.8               120            0.1                   2689.03  2739.50         50.46     0.68    616       3112.54
31       0.0001        0.5                 3                  0                 120            0.1                   2249.81  2284.49         34.68     0.61    438       3120.08
68       0.00015       0.5                 1                  0.2               120            0.1                   1916.56  1945.84         29.29     0.61    360       3127.59
411      5e-05         0.2                 3                  0                 120            1                     2333.10  2377.46         44.36     0.87    551       3129.59
552      5e-05         0                   3                  0.8               120            1                     1834.47  1885.96         51.49     0.96    635       3130.47
286      0.0001        0.7                 5                  0.2               120            0.5                   1770.20  1797.71         27.51     0.90    353       3138.20
328      0.0001        0.2                 5                  0.5               120            0.5                   1736.42  1766.73         30.31     0.87    383       3146.04
408      5e-05         0                   3                  0                 120            1                     2223.94  2272.83         48.89     0.92    605       3155.43
557      0.00015       0.2                 3                  0.8               120            1                     1243.56  1264.13         20.57     0.97    251       3155.71
373      0.0001        0                   5                  0.8               120            0.5                   1494.71  1529.28         34.57     0.86    437       3156.17
82       0.0001        0.7                 3                  0.2               120            0.1                   2215.45  2248.40         32.96     0.61    420       3157.32
347      0.00015       0.7                 0                  0.8               120            0.5                   1877.30  1904.91         27.61     0.95    336       3159.78
343      0.0001        0.5                 0                  0.8               120            0.5                   2300.86  2342.15         41.30     0.80    518       3167.41
483      5e-05         0.2                 0                  0.5               120            1                     2569.44  2628.12         58.68     0.80    716       3183.93
81       5e-05         0.7                 3                  0.2               120            0.1                   2616.93  2661.90         44.97     0.70    550       3186.01
279      5e-05         0.2                 5                  0.2               120            0.5                   2224.30  2267.08         42.77     0.80    534       3190.81
144      5e-05         0                   0                  0.8               120            0.1                   2182.15  2258.00         75.85     0.62    901       3193.07
444      5e-05         0                   1                  0.2               120            1                     2453.74  2509.49         55.75     0.88    682       3198.56
107      0.00015       0.7                 0                  0.5               120            0.1                   2151.82  2185.54         33.72     0.67    405       3198.58
478      0.0001        0.7                 5                  0.2               120            1                     1613.14  1639.05         25.92     1.06    332       3201.84
298      0.0001        0.7                 0                  0.5               120            0.5                   2270.67  2312.25         41.58     0.73    524       3204.20
349      0.0001        0                   1                  0.8               120            0.5                   1948.97  1992.65         43.68     0.85    546       3206.04
271      0.0001        0.5                 3                  0.2               120            0.5                   1993.28  2024.53         31.25     0.86    400       3206.18
150      5e-05         0.5                 0                  0.8               120            0.1                   2644.02  2702.47         58.45     0.68    706       3207.17
331      0.0001        0.5                 5                  0.5               120            0.5                   1746.62  1774.26         27.64     0.90    347       3218.01
1        0.0001        0                   0                  0                 120            0.1                   2388.74  2445.23         56.48     0.56    676       3220.99
519      5e-05         0.2                 5                  0.5               120            1                     1885.52  1926.66         41.14     0.98    513       3221.45
346      0.0001        0.7                 0                  0.8               120            0.5                   2319.09  2358.91         39.83     0.85    500       3223.13
526      0.0001        0.7                 5                  0.5               120            1                     1575.71  1601.04         25.33     1.09    322       3225.18
309      5e-05         0.7                 1                  0.5               120            0.5                   2493.96  2541.63         47.67     0.79    591       3233.02
120      5e-05         0                   3                  0.5               120            0.1                   2169.63  2226.22         56.59     0.57    689       3241.55
420      5e-05         0                   5                  0                 120            1                     2081.64  2126.95         45.32     0.93    563       3242.31
481      0.0001        0                   0                  0.5               120            1                     2137.20  2184.52         47.32     0.88    591       3243.59
145      0.0001        0                   0                  0.8               120            0.1                   2323.06  2380.61         57.54     0.58    703       3244.63
340      0.0001        0.2                 0                  0.8               120            0.5                   2425.34  2470.64         45.29     0.76    570       3245.28
2        0.00015       0                   0                  0                 120            0.1                   2153.68  2196.47         42.79     0.59    495       3248.17
409      0.0001        0                   3                  0                 120            1                     1762.67  1797.52         34.85     0.95    441       3250.94
357      5e-05         0.7                 1                  0.8               120            0.5                   2459.63  2506.45         46.82     0.84    578       3253.03
316      0.0001        0.2                 3                  0.5               120            0.5                   1922.45  1955.19         32.74     0.84    417       3255.44
571      0.0001        0.5                 5                  0.8               120            1                     1429.19  1455.38         26.20     0.97    330       3257.84
303      5e-05         0.2                 1                  0.5               120            0.5                   2521.84  2575.36         53.52     0.74    660       3258.99
228      5e-05         0                   5                  0                 120            0.5                   2265.92  2313.10         47.18     0.78    584       3264.71
262      0.0001        0.7                 1                  0.2               120            0.5                   2239.29  2275.30         36.01     0.81    459       3265.14
50       0.00015       0                   0                  0.2               120            0.1                   2038.54  2080.13         41.59     0.57    492       3266.53
283      0.0001        0.5                 5                  0.2               120            0.5                   1781.56  1809.86         28.30     0.87    358       3266.79
370      0.0001        0.7                 3                  0.8               120            0.5                   1921.55  1950.48         28.93     0.93    363       3271.17
542      0.00015       0                   1                  0.8               120            1                     1420.99  1448.63         27.63     1.04    332       3273.56
39       5e-05         0.2                 5                  0                 120            0.1                   2364.02  2410.42         46.40     0.58    567       3273.93
472      0.0001        0.2                 5                  0.2               120            1                     1665.94  1695.20         29.26     1.01    370       3274.82
392      0.00015       0.5                 0                  0                 120            1                     1730.82  1761.72         30.90     1.02    373       3278.98
418      0.0001        0.7                 3                  0                 120            1                     1775.04  1804.13         29.09     0.99    376       3283.19
456      5e-05         0                   3                  0.2               120            1                     2188.45  2237.26         48.80     0.94    607       3284.46
399      5e-05         0.2                 1                  0                 120            1                     2565.87  2616.74         50.87     0.81    626       3285.41
350      0.00015       0                   1                  0.8               120            0.5                   1572.14  1601.38         29.24     0.95    356       3286.71
306      5e-05         0.5                 1                  0.5               120            0.5                   2549.68  2598.91         49.22     0.79    610       3295.69
405      5e-05         0.7                 1                  0                 120            1                     2394.66  2440.52         45.86     0.85    569       3295.71
109      0.0001        0                   1                  0.5               120            0.1                   2269.87  2316.97         47.10     0.57    593       3297.28
237      5e-05         0.7                 5                  0                 120            0.5                   2371.58  2410.13         38.55     0.80    482       3298.58
440      0.00015       0.5                 0                  0.2               120            1                     1740.95  1770.67         29.72     1.02    362       3299.15
500      0.00015       0.5                 1                  0.5               120            1                     1499.56  1523.03         23.47     1.10    293       3300.50
460      0.0001        0.2                 3                  0.2               120            1                     1838.15  1870.13         31.98     0.97    406       3304.01
482      0.00015       0                   0                  0.5               120            1                     1780.63  1814.04         33.41     1.06    400       3311.66
48       5e-05         0                   0                  0.2               120            0.1                   2396.23  2466.03         69.79     0.53    817       3312.86
564      5e-05         0                   5                  0.8               120            1                     1663.53  1711.84         48.31     1.00    596       3313.51
366      5e-05         0.5                 3                  0.8               120            0.5                   2250.67  2293.65         42.98     0.85    531       3317.00
53       0.00015       0.2                 0                  0.2               120            0.1                   1765.13  1802.91         37.79     0.61    448       3319.39
319      0.0001        0.5                 3                  0.5               120            0.5                   1864.47  1894.78         30.31     0.87    383       3320.04
437      0.00015       0.2                 0                  0.2               120            1                     1827.44  1858.93         31.49     0.98    379       3334.80
514      0.0001        0.7                 3                  0.5               120            1                     1681.50  1709.41         27.91     1.04    353       3336.27
70       0.0001        0.7                 1                  0.2               120            0.1                   2498.06  2537.10         39.04     0.65    493       3341.95
574      0.0001        0.7                 5                  0.8               120            1                     1498.75  1524.04         25.29     1.00    317       3345.10
367      0.0001        0.5                 3                  0.8               120            0.5                   1961.53  1991.47         29.94     0.95    374       3345.23
384      5e-05         0                   0                  0                 120            1                     2643.95  2707.82         63.87     0.70    771       3346.13
36       5e-05         0                   5                  0                 120            0.1                   2441.60  2492.33         50.73     0.60    624       3347.93
530      0.00015       0                   0                  0.8               120            1                     1585.72  1618.25         32.53     0.99    393       3348.55
267      5e-05         0.2                 3                  0.2               120            0.5                   2561.14  2608.50         47.36     0.81    586       3351.35
231      5e-05         0.2                 5                  0                 120            0.5                   2370.89  2413.30         42.41     0.75    532       3353.85
412      0.0001        0.2                 3                  0                 120            1                     1826.10  1858.52         32.41     0.95    411       3355.63
234      5e-05         0.5                 5                  0                 120            0.5                   2350.01  2389.63         39.61     0.80    493       3359.00
322      0.0001        0.7                 3                  0.5               120            0.5                   1898.10  1927.47         29.37     0.89    376       3360.68
342      5e-05         0.5                 0                  0.8               120            0.5                   2498.99  2554.84         55.85     0.76    683       3366.34
104      0.00015       0.5                 0                  0.5               120            0.1                   2192.15  2226.72         34.57     0.66    415       3367.61
396      5e-05         0                   1                  0                 120            1                     2516.08  2571.82         55.74     0.83    682       3368.83
345      5e-05         0.7                 0                  0.8               120            0.5                   2572.37  2625.66         53.29     0.78    653       3371.50
400      0.0001        0.2                 1                  0                 120            1                     2016.95  2054.38         37.42     0.91    472       3374.61
387      5e-05         0.2                 0                  0                 120            1                     2706.22  2764.51         58.29     0.69    709       3384.08
435      5e-05         0.2                 0                  0.2               120            1                     2611.25  2669.64         58.40     0.74    711       3387.91
285      5e-05         0.7                 5                  0.2               120            0.5                   2290.85  2328.90         38.05     0.85    475       3399.93
153      5e-05         0.7                 0                  0.8               120            0.1                   2613.23  2669.52         56.29     0.73    682       3400.04
105      5e-05         0.7                 0                  0.5               120            0.1                   2706.74  2763.15         56.41     0.68    681       3400.69
540      5e-05         0                   1                  0.8               120            1                     2039.96  2098.43         58.47     0.93    718       3405.83
568      0.0001        0.2                 5                  0.8               120            1                     1487.53  1516.39         28.86     1.02    362       3411.13
441      5e-05         0.7                 0                  0.2               120            1                     2502.10  2554.48         52.38     0.80    642       3415.61
534      5e-05         0.5                 0                  0.8               120            1                     2345.21  2397.76         52.56     0.80    644       3420.52
118      0.0001        0.7                 1                  0.5               120            0.1                   2368.37  2406.72         38.35     0.65    484       3429.95
97       0.0001        0                   0                  0.5               120            0.1                   2324.01  2380.12         56.11     0.57    688       3435.39
497      0.00015       0.2                 1                  0.5               120            1                     1627.99  1653.45         25.45     1.15    310       3436.57
361      0.0001        0                   3                  0.8               120            0.5                   1629.21  1666.60         37.39     0.89    473       3441.03
252      5e-05         0                   1                  0.2               120            0.5                   2598.27  2657.25         58.98     0.69    725       3446.41
216      5e-05         0                   3                  0                 120            0.5                   2448.03  2500.32         52.29     0.79    642       3453.04
573      5e-05         0.7                 5                  0.8               120            1                     1874.17  1910.28         36.11     1.05    448       3455.24
406      0.0001        0.7                 1                  0                 120            1                     1969.48  2003.92         34.44     0.95    437       3459.88
61       0.0001        0                   1                  0.2               120            0.1                   2443.61  2491.41         47.79     0.58    592       3460.69
219      5e-05         0.2                 3                  0                 120            0.5                   2665.94  2712.49         46.56     0.78    575       3461.00
268      0.0001        0.2                 3                  0.2               120            0.5                   2094.62  2128.29         33.67     0.87    426       3461.15
443      0.00015       0.7                 0                  0.2               120            1                     1874.53  1903.60         29.07     0.99    354       3463.51
415      0.0001        0.5                 3                  0                 120            1                     1858.38  1888.55         30.17     0.99    385       3478.37
159      5e-05         0.2                 1                  0.8               120            0.1                   2419.70  2478.22         58.52     0.62    719       3479.00
138      5e-05         0.5                 5                  0.5               120            0.1                   2452.78  2494.67         41.89     0.67    519       3492.28
388      0.0001        0.2                 0                  0                 120            1                     2352.59  2397.33         44.74     0.79    554       3492.75
525      5e-05         0.7                 5                  0.5               120            1                     2019.39  2055.31         35.91     1.01    450       3492.91
225      5e-05         0.7                 3                  0                 120            0.5                   2469.59  2512.19         42.59     0.78    531       3495.57
433      0.0001        0                   0                  0.2               120            1                     2268.49  2316.60         48.11     0.83    597       3513.05
398      0.00015       0                   1                  0                 120            1                     1624.79  1653.75         28.96     0.96    354       3521.41
475      0.0001        0.5                 5                  0.2               120            1                     1729.05  1755.94         26.89     1.04    344       3526.10
489      5e-05         0.7                 0                  0.5               120            1                     2508.46  2560.10         51.63     0.83    639       3526.38
222      5e-05         0.5                 3                  0                 120            0.5                   2461.07  2504.86         43.79     0.77    547       3530.97
434      0.00015       0                   0                  0.2               120            1                     1876.06  1910.37         34.31     0.97    416       3531.84
548      0.00015       0.5                 1                  0.8               120            1                     1435.67  1458.00         22.33     1.10    273       3533.54
457      0.0001        0                   3                  0.2               120            1                     1830.13  1865.18         35.05     1.01    442       3534.96
364      0.0001        0.2                 3                  0.8               120            0.5                   1793.39  1826.49         33.10     0.92    417       3537.62
545      0.00015       0.2                 1                  0.8               120            1                     1432.35  1456.72         24.37     1.08    295       3540.96
63       5e-05         0.2                 1                  0.2               120            0.1                   2592.61  2650.13         57.52     0.60    697       3545.89
523      0.0001        0.5                 5                  0.5               120            1                     1686.92  1713.23         26.31     1.06    331       3564.07
297      5e-05         0.7                 0                  0.5               120            0.5                   2622.47  2676.92         54.45     0.76    668       3565.82
111      5e-05         0.2                 1                  0.5               120            0.1                   2521.88  2580.05         58.16     0.61    701       3566.86
394      0.0001        0.7                 0                  0                 120            1                     2204.92  2245.88         40.96     0.83    512       3575.59
539      0.00015       0.7                 0                  0.8               120            1                     1598.39  1623.98         25.59     1.09    309       3576.54
270      5e-05         0.5                 3                  0.2               120            0.5                   2565.41  2608.47         43.07     0.80    537       3577.94
516      5e-05         0                   5                  0.5               120            1                     1870.19  1916.24         46.06     1.04    573       3589.23
488      0.00015       0.5                 0                  0.5               120            1                     1714.55  1742.76         28.21     1.25    342       3597.70
304      0.0001        0.2                 1                  0.5               120            0.5                   2240.41  2279.33         38.92     0.85    489       3600.88
463      0.0001        0.5                 3                  0.2               120            1                     1825.96  1855.43         29.47     1.05    377       3605.30
459      5e-05         0.2                 3                  0.2               120            1                     2211.01  2255.52         44.52     0.99    554       3606.07
264      5e-05         0                   3                  0.2               120            0.5                   2486.73  2538.37         51.63     0.81    642       3607.26
543      5e-05         0.2                 1                  0.8               120            1                     2220.44  2271.47         51.04     0.90    628       3611.82
204      5e-05         0                   1                  0                 120            0.5                   2626.43  2685.67         59.24     0.72    724       3614.47
255      5e-05         0.2                 1                  0.2               120            0.5                   2618.49  2672.43         53.95     0.74    662       3614.72
369      5e-05         0.7                 3                  0.8               120            0.5                   2279.10  2320.17         41.06     0.89    507       3617.36
375      5e-05         0.2                 5                  0.8               120            0.5                   1983.52  2027.53         44.00     0.92    549       3618.31
213      5e-05         0.7                 1                  0                 120            0.5                   2498.81  2547.49         48.68     0.74    602       3620.89
556      0.0001        0.2                 3                  0.8               120            1                     1635.64  1667.11         31.48     1.00    395       3622.00
429      5e-05         0.7                 5                  0                 120            1                     2080.79  2117.47         36.69     0.95    460       3631.28
98       0.00015       0                   0                  0.5               120            0.1                   2243.77  2285.00         41.23     0.62    491       3637.83
313      0.0001        0                   3                  0.5               120            0.5                   1945.27  1981.95         36.68     0.91    465       3638.14
115      0.0001        0.5                 1                  0.5               120            0.1                   2486.05  2525.43         39.38     0.66    495       3638.25
243      5e-05         0.2                 0                  0.2               120            0.5                   2698.58  2760.01         61.43     0.68    734       3639.96
108      5e-05         0                   1                  0.5               120            0.1                   2275.92  2340.03         64.12     0.57    773       3640.64
274      0.0001        0.7                 3                  0.2               120            0.5                   2040.70  2071.11         30.41     0.91    390       3646.69
438      5e-05         0.5                 0                  0.2               120            1                     2562.99  2616.85         53.85     0.79    661       3648.64
570      5e-05         0.5                 5                  0.8               120            1                     1897.41  1934.90         37.49     0.97    464       3652.02
423      5e-05         0.2                 5                  0                 120            1                     2180.62  2221.31         40.69     0.89    505       3652.40
484      0.0001        0.2                 0                  0.5               120            1                     2209.61  2252.60         42.98     0.89    536       3653.12
471      5e-05         0.2                 5                  0.2               120            1                     2069.28  2110.53         41.24     0.97    510       3655.59
60       5e-05         0                   1                  0.2               120            0.1                   2495.11  2557.96         62.85     0.59    752       3658.73
112      0.0001        0.2                 1                  0.5               120            0.1                   2526.62  2569.57         42.94     0.63    539       3666.53
468      5e-05         0                   5                  0.2               120            1                     2077.97  2122.79         44.82     0.99    557       3669.29
522      5e-05         0.5                 5                  0.5               120            1                     2037.26  2074.71         37.45     1.09    468       3680.91
466      0.0001        0.7                 3                  0.2               120            1                     1776.21  1805.18         28.97     1.08    372       3685.74
12       5e-05         0                   1                  0                 120            0.1                   2527.04  2590.07         63.03     0.58    750       3690.83
381      5e-05         0.7                 5                  0.8               120            0.5                   2195.11  2232.91         37.80     0.95    471       3691.94
207      5e-05         0.2                 1                  0                 120            0.5                   2754.29  2808.43         54.14     0.72    660       3693.28
397      0.0001        0                   1                  0                 120            1                     2068.84  2109.68         40.85     0.95    516       3696.21
511      0.0001        0.5                 3                  0.5               120            1                     1808.72  1837.34         28.62     1.07    363       3697.63
28       0.0001        0.2                 3                  0                 120            0.1                   2433.23  2470.09         36.86     0.62    462       3701.38
402      5e-05         0.5                 1                  0                 120            1                     2475.86  2523.15         47.30     0.84    587       3704.74
288      5e-05         0                   0                  0.5               120            0.5                   2653.37  2721.72         68.35     0.72    827       3705.50
87       5e-05         0.2                 5                  0.2               120            0.1                   2513.58  2560.34         46.76     0.64    572       3708.77
492      5e-05         0                   1                  0.5               120            1                     2287.41  2344.20         56.78     0.89    696       3709.38
436      0.0001        0.2                 0                  0.2               120            1                     2326.37  2370.51         44.14     0.83    547       3710.11
389      0.00015       0.2                 0                  0                 120            1                     1895.57  1928.21         32.64     1.01    389       3710.25
261      5e-05         0.7                 1                  0.2               120            0.5                   2580.71  2629.07         48.36     0.78    596       3718.29
240      5e-05         0                   0                  0.2               120            0.5                   2734.84  2802.11         67.28     0.72    802       3728.92
310      0.0001        0.7                 1                  0.5               120            0.5                   2219.24  2254.01         34.76     0.90    443       3732.16
355      0.0001        0.5                 1                  0.8               120            0.5                   2231.53  2266.49         34.96     1.00    438       3741.56
273      5e-05         0.7                 3                  0.2               120            0.5                   2518.07  2559.49         41.42     0.86    522       3766.14
490      0.0001        0.7                 0                  0.5               120            1                     2206.29  2244.45         38.16     0.95    483       3767.60
315      5e-05         0.2                 3                  0.5               120            0.5                   2464.71  2511.94         47.23     0.83    583       3776.09
378      5e-05         0.5                 5                  0.8               120            0.5                   2142.15  2181.65         39.50     0.93    487       3784.77
553      0.0001        0                   3                  0.8               120            1                     1568.03  1603.77         35.75     0.98    451       3784.89
486      5e-05         0.5                 0                  0.5               120            1                     2500.15  2553.34         53.19     0.80    654       3792.92
494      0.00015       0                   1                  0.5               120            1                     1618.45  1645.78         27.34     1.05    336       3801.40
49       0.0001        0                   0                  0.2               120            0.1                   2555.39  2611.81         56.42     0.61    679       3801.78
487      0.0001        0.5                 0                  0.5               120            1                     2256.40  2295.99         39.59     0.93    498       3807.81
561      5e-05         0.7                 3                  0.8               120            1                     2015.75  2054.65         38.90     1.03    479       3808.34
114      5e-05         0.5                 1                  0.5               120            0.1                   2716.27  2768.80         52.53     0.70    643       3811.00
363      5e-05         0.2                 3                  0.8               120            0.5                   2313.97  2361.87         47.90     0.86    591       3811.48
502      0.0001        0.7                 1                  0.5               120            1                     1955.91  1988.17         32.26     1.05    410       3811.58
450      5e-05         0.5                 1                  0.2               120            1                     2420.34  2467.09         46.75     0.88    580       3813.80
301      0.0001        0                   1                  0.5               120            0.5                   2170.57  2213.56         42.99     0.84    546       3817.29
507      5e-05         0.2                 3                  0.5               120            1                     2129.81  2174.51         44.71     0.99    550       3822.29
567      5e-05         0.2                 5                  0.8               120            1                     1807.27  1849.57         42.30     0.99    525       3830.38
504      5e-05         0                   3                  0.5               120            1                     2023.94  2073.96         50.02     1.08    616       3831.89
439      0.0001        0.5                 0                  0.2               120            1                     2259.65  2300.82         41.17     0.89    515       3833.24
126      5e-05         0.5                 3                  0.5               120            0.1                   2541.05  2587.07         46.02     0.68    568       3834.11
495      5e-05         0.2                 1                  0.5               120            1                     2376.89  2427.69         50.81     0.92    627       3836.88
333      5e-05         0.7                 5                  0.5               120            0.5                   2367.20  2404.50         37.30     0.89    468       3846.57
352      0.0001        0.2                 1                  0.8               120            0.5                   2169.54  2208.26         38.72     0.97    488       3862.92
477      5e-05         0.7                 5                  0.2               120            1                     2122.35  2158.71         36.36     1.02    457       3869.43
453      5e-05         0.7                 1                  0.2               120            1                     2447.85  2492.91         45.06     0.92    559       3871.78
559      0.0001        0.5                 3                  0.8               120            1                     1718.81  1747.11         28.30     1.08    356       3877.57
508      0.0001        0.2                 3                  0.5               120            1                     1874.96  1906.40         31.44     1.08    396       3877.90
358      0.0001        0.7                 1                  0.8               120            0.5                   2175.78  2209.63         33.85     0.95    426       3883.25
307      0.0001        0.5                 1                  0.5               120            0.5                   2310.24  2346.43         36.19     0.88    454       3885.10
318      5e-05         0.5                 3                  0.5               120            0.5                   2482.29  2525.08         42.79     0.87    534       3892.35
258      5e-05         0.5                 1                  0.2               120            0.5                   2684.28  2734.22         49.94     0.80    615       3893.82
510      5e-05         0.5                 3                  0.5               120            1                     2138.46  2178.63         40.16     1.04    504       3902.67
99       5e-05         0.2                 0                  0.5               120            0.1                   2697.94  2762.58         64.65     0.67    764       3904.50
485      0.00015       0.2                 0                  0.5               120            1                     1915.73  1946.28         30.56     1.11    366       3906.91
558      5e-05         0.5                 3                  0.8               120            1                     2047.08  2087.80         40.71     1.01    500       3915.84
198      5e-05         0.5                 0                  0                 120            0.5                   2779.25  2836.02         56.77     0.76    685       3917.68
442      0.0001        0.7                 0                  0.2               120            1                     2354.03  2394.09         40.06     0.90    506       3919.53
555      5e-05         0.2                 3                  0.8               120            1                     2065.27  2110.56         45.29     1.04    562       3920.28
417      5e-05         0.7                 3                  0                 120            1                     2308.75  2348.77         40.01     0.93    502       3928.33
162      5e-05         0.5                 1                  0.8               120            0.1                   2624.06  2676.49         52.43     0.68    639       3933.18
321      5e-05         0.7                 3                  0.5               120            0.5                   2410.77  2452.29         41.52     0.90    517       3945.24
501      5e-05         0.7                 1                  0.5               120            1                     2326.45  2370.96         44.51     0.95    555       3953.42
72       5e-05         0                   3                  0.2               120            0.1                   2572.35  2628.20         55.85     0.64    679       3959.95
330      5e-05         0.5                 5                  0.5               120            0.5                   2382.92  2421.76         38.84     0.88    486       3966.55
414      5e-05         0.5                 3                  0                 120            1                     2289.57  2330.74         41.17     0.94    513       3976.80
496      0.0001        0.2                 1                  0.5               120            1                     2073.20  2109.51         36.31     1.03    458       3998.58
546      5e-05         0.5                 1                  0.8               120            1                     2292.21  2337.86         45.64     0.96    561       3999.66
562      0.0001        0.7                 3                  0.8               120            1                     1771.08  1798.33         27.25     1.10    342       4008.21
192      5e-05         0                   0                  0                 120            0.5                   2747.96  2814.80         66.84     0.69    795       4015.29
210      5e-05         0.5                 1                  0                 120            0.5                   2685.26  2735.71         50.45     0.80    622       4019.70
100      0.0001        0.2                 0                  0.5               120            0.1                   2749.07  2799.95         50.89     0.66    624       4029.04
103      0.0001        0.5                 0                  0.5               120            0.1                   2685.48  2732.33         46.85     0.66    575       4029.55
30       5e-05         0.5                 3                  0                 120            0.1                   2731.75  2778.84         47.09     0.68    579       4030.31
447      5e-05         0.2                 1                  0.2               120            1                     2508.90  2559.53         50.62     0.87    624       4037.16
445      0.0001        0                   1                  0.2               120            1                     2050.23  2090.48         40.25     1.04    512       4043.86
462      5e-05         0.5                 3                  0.2               120            1                     2202.83  2243.61         40.78     1.02    508       4056.16
513      5e-05         0.7                 3                  0.5               120            1                     2164.03  2202.76         38.73     1.02    486       4056.20
448      0.0001        0.2                 1                  0.2               120            1                     2177.95  2214.88         36.94     0.99    469       4057.68
147      5e-05         0.2                 0                  0.8               120            0.1                   2714.75  2780.64         65.89     0.68    788       4061.86
538      0.0001        0.7                 0                  0.8               120            1                     2144.58  2181.09         36.51     0.97    460       4065.05
