variant,place_thresh,cancel_buffer,front_rung_spacing_mult,max_pos,pred_momentum_coef,premium_ema_coef,per_order_widen_frac,avg_pnl,avg_closed_pnl,avg_comm,sharpe,num_trds,sim_score
270,0.00025,0.1,0.25,80,1,0.8,0.1,373.70,378.97,5.26,0.80,306,580.73
271,0.0003,0.1,0.25,80,1,0.8,0.1,281.16,285.77,4.61,0.85,272,351.05
272,0.0005,0.1,0.25,80,1,0.8,0.1,143.41,146.28,2.88,0.55,162,40.12
273,0.00025,0.1,1,80,1,0.8,0.1,189.22,193.42,4.20,0.51,243,80.29
274,0.0003,0.1,1,80,1,0.8,0.1,133.30,136.98,3.68,0.37,211,-41.56
275,0.0005,0.1,1,80,1,0.8,0.1,38.17,40.35,2.17,0.15,110,-23.26
276,0.00025,0.1,0.25,100,1,0.8,0.1,302.22,307.61,5.38,0.61,323,247.41
277,0.0003,0.1,0.25,100,1,0.8,0.1,167.18,171.94,4.76,0.39,283,22.12
278,0.0005,0.1,0.25,100,1,0.8,0.1,74.29,77.21,2.92,0.23,165,0.95
279,0.00025,0.1,1,100,1,0.8,0.1,84.77,89.22,4.44,0.22,254,-14.84
280,0.0003,0.1,1,100,1,0.8,0.1,89.97,93.68,3.71,0.25,214,-18.51
281,0.0005,0.1,1,100,1,0.8,0.1,-17.74,-15.59,2.15,-0.05,114,-56.29
282,0.00025,0.1,0.25,140,1,0.8,0.1,104.23,109.77,5.54,0.15,329,74.07
283,0.0003,0.1,0.25,140,1,0.8,0.1,30.05,34.90,4.85,0.05,290,-107.68
284,0.0005,0.1,0.25,140,1,0.8,0.1,-31.59,-28.63,2.96,-0.05,166,-30.78
285,0.00025,0.1,1,140,1,0.8,0.1,60.31,65.07,4.75,0.13,272,-55.56
286,0.0003,0.1,1,140,1,0.8,0.1,-14.60,-10.93,3.67,-0.03,213,-43.83
287,0.0005,0.1,1,140,1,0.8,0.1,-176.76,-174.49,2.27,-0.33,114,-144.10
288,0.00025,0.1,0.25,80,0,0,0.35,377.52,383.87,6.35,0.98,395,721.90
289,0.0003,0.1,0.25,80,0,0,0.35,318.57,323.89,5.33,0.78,338,417.68
290,0.0005,0.1,0.25,80,0,0,0.35,150.43,153.55,3.13,0.53,187,115.42
291,0.00025,0.1,1,80,0,0,0.35,239.75,244.90,5.15,0.60,310,125.44
292,0.0003,0.1,1,80,0,0,0.35,166.29,170.50,4.20,0.52,252,107.08
293,0.0005,0.1,1,80,0,0,0.35,-2.60,-0.40,2.20,-0.01,120,-30.71
294,0.00025,0.1,0.25,100,0,0,0.35,298.73,305.53,6.80,0.61,419,195.02
295,0.0003,0.1,0.25,100,0,0,0.35,342.17,347.79,5.62,0.75,348,455.09
296,0.0005,0.1,0.25,100,0,0,0.35,104.52,107.62,3.10,0.24,181,41.64
297,0.00025,0.1,1,100,0,0,0.35,180.24,185.37,5.13,0.45,318,87.30
298,0.0003,0.1,1,100,0,0,0.35,180.63,184.73,4.10,0.46,255,159.22
299,0.0005,0.1,1,100,0,0,0.35,-17.92,-15.68,2.24,-0.04,123,-91.13
300,0.00025,0.1,0.25,140,0,0,0.35,277.69,284.29,6.59,0.41,411,5.43
301,0.0003,0.1,0.25,140,0,0,0.35,209.00,214.42,5.42,0.31,343,132.90
302,0.0005,0.1,0.25,140,0,0,0.35,51.38,54.59,3.21,0.08,187,53.48
303,0.00025,0.1,1,140,0,0,0.35,54.99,60.07,5.07,0.09,308,-40.21
304,0.0003,0.1,1,140,0,0,0.35,50.92,54.93,4.01,0.10,246,-57.91
305,0.0005,0.1,1,140,0,0,0.35,18.63,20.96,2.33,0.04,126,187.26
306,0.00025,0.1,0.25,80,0.2,0,0.35,362.58,368.29,5.72,0.86,362,641.16
307,0.0003,0.1,0.25,80,0.2,0,0.35,309.95,314.86,4.91,0.83,310,446.40
308,0.0005,0.1,0.25,80,0.2,0,0.35,161.69,164.77,3.08,0.49,180,250.09
309,0.00025,0.1,1,80,0.2,0,0.35,221.05,225.60,4.54,0.56,268,126.32
310,0.0003,0.1,1,80,0.2,0,0.35,208.99,212.85,3.86,0.66,226,273.64
311,0.0005,0.1,1,80,0.2,0,0.35,43.71,45.89,2.17,0.20,116,-37.66
312,0.00025,0.1,0.25,100,0.2,0,0.35,321.53,327.45,5.92,0.64,357,361.82
313,0.0003,0.1,0.25,100,0.2,0,0.35,284.09,289.15,5.06,0.64,313,213.98
314,0.0005,0.1,0.25,100,0.2,0,0.35,78.01,81.02,3.01,0.18,172,0.41
315,0.00025,0.1,1,100,0.2,0,0.35,204.08,208.85,4.77,0.47,280,71.76
316,0.0003,0.1,1,100,0.2,0,0.35,130.30,134.20,3.90,0.32,233,56.88
317,0.0005,0.1,1,100,0.2,0,0.35,-3.58,-1.25,2.33,-0.01,120,-61.11
318,0.00025,0.1,0.25,140,0.2,0,0.35,237.47,243.46,5.99,0.39,374,-27.11
319,0.0003,0.1,0.25,140,0.2,0,0.35,159.36,164.37,5.02,0.24,308,-81.07
320,0.0005,0.1,0.25,140,0.2,0,0.35,11.27,14.23,2.96,0.02,176,-25.65
321,0.00025,0.1,1,140,0.2,0,0.35,96.41,100.94,4.52,0.18,273,-60.93
322,0.0003,0.1,1,140,0.2,0,0.35,33.76,37.77,4.00,0.05,232,-73.64
323,0.0005,0.1,1,140,0.2,0,0.35,34.67,36.90,2.22,0.08,119,-22.69
324,0.00025,0.1,0.25,80,0.5,0,0.35,340.33,345.60,5.27,0.76,319,544.74
325,0.0003,0.1,0.25,80,0.5,0,0.35,324.38,329.04,4.65,0.94,283,431.76
326,0.0005,0.1,0.25,80,0.5,0,0.35,161.69,164.71,3.02,0.47,166,-14.83
327,0.00025,0.1,1,80,0.5,0,0.35,256.48,260.91,4.43,0.72,257,362.48
328,0.0003,0.1,1,80,0.5,0,0.35,126.81,130.55,3.74,0.43,210,68.10
329,0.0005,0.1,1,80,0.5,0,0.35,80.21,82.38,2.17,0.36,109,-9.63
330,0.00025,0.1,0.25,100,0.5,0,0.35,299.31,304.90,5.60,0.65,330,296.37
331,0.0003,0.1,0.25,100,0.5,0,0.35,335.89,340.65,4.76,0.78,293,395.27
332,0.0005,0.1,0.25,100,0.5,0,0.35,171.24,174.23,2.98,0.55,169,228.03
333,0.00025,0.1,1,100,0.5,0,0.35,145.78,150.20,4.43,0.33,265,-18.42
334,0.0003,0.1,1,100,0.5,0,0.35,105.84,109.48,3.64,0.27,207,-37.00
335,0.0005,0.1,1,100,0.5,0,0.35,30.63,32.97,2.34,0.13,118,-49.14
336,0.00025,0.1,0.25,140,0.5,0,0.35,268.71,274.38,5.67,0.38,333,-13.86
337,0.0003,0.1,0.25,140,0.5,0,0.35,151.73,156.61,4.88,0.27,290,-42.07
338,0.0005,0.1,0.25,140,0.5,0,0.35,63.51,66.42,2.91,0.15,166,0.66
339,0.00025,0.1,1,140,0.5,0,0.35,77.57,82.01,4.44,0.13,259,-95.98
340,0.0003,0.1,1,140,0.5,0,0.35,47.72,51.30,3.59,0.09,209,37.58
341,0.0005,0.1,1,140,0.5,0,0.35,-16.88,-14.61,2.27,-0.04,119,-52.88
342,0.00025,0.1,0.25,80,1,0,0.35,320.13,325.28,5.16,0.75,305,409.19
343,0.0003,0.1,0.25,80,1,0,0.35,266.78,271.26,4.48,0.71,266,307.84
344,0.0005,0.1,0.25,80,1,0,0.35,152.75,155.66,2.91,0.56,159,141.80
345,0.00025,0.1,1,80,1,0,0.35,216.31,220.67,4.37,0.63,245,222.11
346,0.0003,0.1,1,80,1,0,0.35,182.53,186.02,3.49,0.55,202,50.54
347,0.0005,0.1,1,80,1,0,0.35,49.58,51.81,2.23,0.20,112,-46.42
348,0.00025,0.1,0.25,100,1,0,0.35,266.26,271.57,5.31,0.51,312,175.50
349,0.0003,0.1,0.25,100,1,0,0.35,314.65,319.19,4.54,0.79,273,569.10
350,0.0005,0.1,0.25,100,1,0,0.35,92.06,94.85,2.79,0.26,157,8.06
351,0.00025,0.1,1,100,1,0,0.35,235.64,239.87,4.23,0.63,247,201.11
352,0.0003,0.1,1,100,1,0,0.35,112.31,116.13,3.82,0.34,214,-59.07
353,0.0005,0.1,1,100,1,0,0.35,23.19,25.28,2.09,0.06,108,-32.86
354,0.00025,0.1,0.25,140,1,0,0.35,221.74,227.03,5.29,0.38,314,2.99
355,0.0003,0.1,0.25,140,1,0,0.35,228.87,233.43,4.57,0.42,273,-27.26
356,0.0005,0.1,0.25,140,1,0,0.35,99.93,102.78,2.85,0.20,158,57.87
357,0.00025,0.1,1,140,1,0,0.35,100.61,104.99,4.38,0.20,253,-106.19
358,0.0003,0.1,1,140,1,0,0.35,48.09,51.80,3.71,0.09,206,-40.32
359,0.0005,0.1,1,140,1,0,0.35,-60.91,-58.82,2.09,-0.13,108,-49.50
360,0.00025,0.1,0.25,80,0,0.1,0.35,352.36,358.70,6.35,0.93,398,599.55
361,0.0003,0.1,0.25,80,0,0.1,0.35,319.42,324.78,5.36,0.82,337,462.84
362,0.0005,0.1,0.25,80,0,0.1,0.35,191.12,194.33,3.21,0.54,190,130.83
363,0.00025,0.1,1,80,0,0.1,0.35,227.21,232.25,5.04,0.65,309,234.83
364,0.0003,0.1,1,80,0,0.1,0.35,182.60,186.71,4.10,0.54,252,221.92
365,0.0005,0.1,1,80,0,0.1,0.35,-6.30,-4.03,2.26,-0.02,124,-87.62
366,0.00025,0.1,0.25,100,0,0.1,0.35,382.96,389.54,6.57,0.74,414,495.69
367,0.0003,0.1,0.25,100,0,0.1,0.35,227.01,232.70,5.68,0.55,350,225.43
368,0.0005,0.1,0.25,100,0,0.1,0.35,142.33,145.58,3.25,0.31,191,71.36
369,0.00025,0.1,1,100,0,0.1,0.35,152.15,157.33,5.17,0.37,317,72.59
370,0.0003,0.1,1,100,0,0.1,0.35,95.66,99.74,4.07,0.21,248,-62.98
371,0.0005,0.1,1,100,0,0.1,0.35,2.51,4.82,2.32,0.01,126,-31.47
372,0.00025,0.1,0.25,140,0,0.1,0.35,252.93,259.42,6.49,0.34,409,216.16
373,0.0003,0.1,0.25,140,0,0.1,0.35,149.06,154.47,5.41,0.24,342,-26.57
374,0.0005,0.1,0.25,140,0,0.1,0.35,64.12,67.28,3.16,0.11,188,15.83
375,0.00025,0.1,1,140,0,0.1,0.35,36.62,41.56,4.94,0.06,304,64.60
376,0.0003,0.1,1,140,0,0.1,0.35,42.00,46.11,4.11,0.07,245,-0.38
377,0.0005,0.1,1,140,0,0.1,0.35,0.80,3.20,2.40,0.00,129,121.83
378,0.00025,0.1,0.25,80,0.2,0.1,0.35,352.27,358.01,5.74,0.79,360,533.50
379,0.0003,0.1,0.25,80,0.2,0.1,0.35,340.18,345.04,4.87,0.85,301,582.22
380,0.0005,0.1,0.25,80,0.2,0.1,0.35,176.59,179.71,3.12,0.57,174,153.57
381,0.00025,0.1,1,80,0.2,0.1,0.35,208.17,212.71,4.53,0.56,274,146.89
382,0.0003,0.1,1,80,0.2,0.1,0.35,153.64,157.43,3.78,0.48,221,45.69
383,0.0005,0.1,1,80,0.2,0.1,0.35,4.42,6.54,2.12,0.02,114,-19.53
384,0.00025,0.1,0.25,100,0.2,0.1,0.35,326.67,332.59,5.92,0.71,365,373.20
385,0.0003,0.1,0.25,100,0.2,0.1,0.35,310.62,315.62,5.00,0.74,309,457.83
386,0.0005,0.1,0.25,100,0.2,0.1,0.35,150.18,153.12,2.94,0.38,175,101.14
387,0.00025,0.1,1,100,0.2,0.1,0.35,153.58,158.41,4.83,0.35,282,-21.20
388,0.0003,0.1,1,100,0.2,0.1,0.35,147.08,151.12,4.04,0.36,234,6.08
389,0.0005,0.1,1,100,0.2,0.1,0.35,74.45,76.71,2.27,0.17,120,103.94
390,0.00025,0.1,0.25,140,0.2,0.1,0.35,193.33,199.17,5.84,0.29,360,-29.61
391,0.0003,0.1,0.25,140,0.2,0.1,0.35,207.84,212.99,5.16,0.35,315,14.59
392,0.0005,0.1,0.25,140,0.2,0.1,0.35,42.87,46.00,3.13,0.09,177,-11.18
393,0.00025,0.1,1,140,0.2,0.1,0.35,145.01,149.69,4.68,0.22,279,-45.20
394,0.0003,0.1,1,140,0.2,0.1,0.35,22.04,25.94,3.90,0.04,226,61.83
395,0.0005,0.1,1,140,0.2,0.1,0.35,5.19,7.62,2.43,0.01,125,-65.49
396,0.00025,0.1,0.25,80,0.5,0.1,0.35,332.93,338.38,5.46,0.73,326,536.81
397,0.0003,0.1,0.25,80,0.5,0.1,0.35,322.98,327.69,4.72,0.94,288,673.24
398,0.0005,0.1,0.25,80,0.5,0.1,0.35,148.36,151.24,2.88,0.50,161,92.47
399,0.00025,0.1,1,80,0.5,0.1,0.35,236.98,241.41,4.42,0.56,256,167.45
400,0.0003,0.1,1,80,0.5,0.1,0.35,180.49,184.14,3.65,0.64,205,191.34
401,0.0005,0.1,1,80,0.5,0.1,0.35,-10.19,-8.02,2.16,-0.04,111,0.10
402,0.00025,0.1,0.25,100,0.5,0.1,0.35,295.24,300.69,5.45,0.58,333,137.89
403,0.0003,0.1,0.25,100,0.5,0.1,0.35,269.36,274.17,4.82,0.74,290,316.52
404,0.0005,0.1,0.25,100,0.5,0.1,0.35,106.97,110.02,3.06,0.29,174,73.09
405,0.00025,0.1,1,100,0.5,0.1,0.35,149.46,153.90,4.44,0.36,256,-32.58
406,0.0003,0.1,1,100,0.5,0.1,0.35,77.04,80.83,3.79,0.22,216,-61.93
407,0.0005,0.1,1,100,0.5,0.1,0.35,78.41,80.65,2.24,0.19,120,-46.25
408,0.00025,0.1,0.25,140,0.5,0.1,0.35,248.26,253.88,5.62,0.38,339,31.85
409,0.0003,0.1,0.25,140,0.5,0.1,0.35,172.10,176.95,4.84,0.26,293,83.11
410,0.0005,0.1,0.25,140,0.5,0.1,0.35,92.30,95.28,2.98,0.18,169,-15.77
411,0.00025,0.1,1,140,0.5,0.1,0.35,171.44,175.91,4.47,0.31,257,47.46
412,0.0003,0.1,1,140,0.5,0.1,0.35,58.18,61.83,3.64,0.09,210,-52.17
413,0.0005,0.1,1,140,0.5,0.1,0.35,90.99,93.20,2.21,0.19,119,-15.40
414,0.00025,0.1,0.25,80,1,0.1,0.35,347.66,352.75,5.09,0.93,303,840.81
415,0.0003,0.1,0.25,80,1,0.1,0.35,296.46,300.85,4.39,0.83,263,489.77
416,0.0005,0.1,0.25,80,1,0.1,0.35,143.26,146.20,2.94,0.54,161,128.77
417,0.00025,0.1,1,80,1,0.1,0.35,177.71,181.77,4.06,0.52,237,85.01
418,0.0003,0.1,1,80,1,0.1,0.35,128.83,132.39,3.56,0.44,206,21.17
419,0.0005,0.1,1,80,1,0.1,0.35,-4.27,-2.25,2.02,-0.02,105,-89.61
420,0.00025,0.1,0.25,100,1,0.1,0.35,330.76,336.15,5.39,0.71,315,356.48
421,0.0003,0.1,0.25,100,1,0.1,0.35,296.43,300.98,4.55,0.72,271,370.14
422,0.0005,0.1,0.25,100,1,0.1,0.35,138.37,141.20,2.83,0.39,162,-14.33
423,0.00025,0.1,1,100,1,0.1,0.35,237.78,242.10,4.33,0.59,252,148.02
424,0.0003,0.1,1,100,1,0.1,0.35,87.49,91.11,3.62,0.23,206,-15.13
425,0.0005,0.1,1,100,1,0.1,0.35,58.62,60.75,2.12,0.20,110,9.19
426,0.00025,0.1,0.25,140,1,0.1,0.35,201.58,207.00,5.42,0.29,322,70.66
427,0.0003,0.1,0.25,140,1,0.1,0.35,193.84,198.49,4.65,0.35,279,-13.67
428,0.0005,0.1,0.25,140,1,0.1,0.35,130.24,133.11,2.87,0.25,158,16.22
429,0.00025,0.1,1,140,1,0.1,0.35,116.18,120.43,4.25,0.23,246,6.79
430,0.0003,0.1,1,140,1,0.1,0.35,-19.48,-15.87,3.60,-0.04,205,-132.33
431,0.0005,0.1,1,140,1,0.1,0.35,25.81,27.85,2.05,0.05,108,15.99
432,0.00025,0.1,0.25,80,0,0.5,0.35,341.72,348.15,6.43,0.87,408,548.35
433,0.0003,0.1,0.25,80,0,0.5,0.35,329.92,335.36,5.44,0.89,348,576.76
434,0.0005,0.1,0.25,80,0,0.5,0.35,130.70,133.87,3.16,0.38,190,-1.09
435,0.00025,0.1,1,80,0,0.5,0.35,233.00,237.98,4.98,0.61,303,26.44
436,0.0003,0.1,1,80,0,0.5,0.35,186.29,190.45,4.16,0.59,250,158.89
437,0.0005,0.1,1,80,0,0.5,0.35,-6.34,-4.09,2.26,-0.02,123,-24.59
438,0.00025,0.1,0.25,100,0,0.5,0.35,338.72,345.39,6.67,0.75,411,502.03
439,0.0003,0.1,0.25,100,0,0.5,0.35,303.65,309.22,5.57,0.69,353,260.46
440,0.0005,0.1,0.25,100,0,0.5,0.35,66.99,70.24,3.25,0.16,192,-12.65
441,0.00025,0.1,1,100,0,0.5,0.35,194.90,200.12,5.22,0.46,315,65.19
442,0.0003,0.1,1,100,0,0.5,0.35,118.66,122.75,4.09,0.36,249,113.09
443,0.0005,0.1,1,100,0,0.5,0.35,-28.37,-26.09,2.28,-0.08,123,-77.16
444,0.00025,0.1,0.25,140,0,0.5,0.35,215.42,222.01,6.59,0.32,408,71.47
445,0.0003,0.1,0.25,140,0,0.5,0.35,168.30,173.83,5.53,0.24,346,74.15
446,0.0005,0.1,0.25,140,0,0.5,0.35,21.32,24.52,3.21,0.04,187,-46.92
447,0.00025,0.1,1,140,0,0.5,0.35,93.89,98.93,5.04,0.16,311,-41.99
448,0.0003,0.1,1,140,0,0.5,0.35,60.19,64.40,4.21,0.11,252,-32.24
449,0.0005,0.1,1,140,0,0.5,0.35,-63.25,-60.92,2.33,-0.12,127,-36.49
450,0.00025,0.1,0.25,80,0.2,0.5,0.35,397.06,402.80,5.74,0.77,349,532.62
451,0.0003,0.1,0.25,80,0.2,0.5,0.35,341.86,346.93,5.07,0.89,310,500.76
452,0.0005,0.1,0.25,80,0.2,0.5,0.35,120.95,123.91,2.96,0.47,172,170.43
453,0.00025,0.1,1,80,0.2,0.5,0.35,225.37,230.01,4.64,0.56,273,69.05
454,0.0003,0.1,1,80,0.2,0.5,0.35,186.35,190.13,3.77,0.70,228,180.92
455,0.0005,0.1,1,80,0.2,0.5,0.35,7.43,9.73,2.30,0.03,120,-106.04
456,0.00025,0.1,0.25,100,0.2,0.5,0.35,305.02,310.83,5.81,0.70,356,437.13
457,0.0003,0.1,0.25,100,0.2,0.5,0.35,287.47,292.45,4.97,0.66,314,287.47
458,0.0005,0.1,0.25,100,0.2,0.5,0.35,71.57,74.58,3.00,0.16,170,3.52
459,0.00025,0.1,1,100,0.2,0.5,0.35,207.91,212.64,4.72,0.44,278,-11.50
460,0.0003,0.1,1,100,0.2,0.5,0.35,157.49,161.46,3.98,0.42,233,-37.97
461,0.0005,0.1,1,100,0.2,0.5,0.35,18.76,20.96,2.20,0.06,117,47.62
462,0.00025,0.1,0.25,140,0.2,0.5,0.35,262.98,268.89,5.91,0.39,367,130.12
463,0.0003,0.1,0.25,140,0.2,0.5,0.35,108.13,113.15,5.03,0.20,309,3.21
464,0.0005,0.1,0.25,140,0.2,0.5,0.35,98.46,101.44,2.97,0.18,170,94.10
465,0.00025,0.1,1,140,0.2,0.5,0.35,106.94,111.55,4.61,0.17,274,-49.27
466,0.0003,0.1,1,140,0.2,0.5,0.35,42.02,45.84,3.82,0.07,225,-37.87
467,0.0005,0.1,1,140,0.2,0.5,0.35,-10.41,-8.02,2.38,-0.03,127,-85.33
468,0.00025,0.1,0.25,80,0.5,0.5,0.35,353.77,358.95,5.18,0.83,317,506.00
469,0.0003,0.1,0.25,80,0.5,0.5,0.35,342.85,347.33,4.48,1.02,272,662.66
470,0.0005,0.1,0.25,80,0.5,0.5,0.35,185.03,187.90,2.87,0.65,167,165.62
471,0.00025,0.1,1,80,0.5,0.5,0.35,135.40,139.74,4.34,0.38,256,-9.25
472,0.0003,0.1,1,80,0.5,0.5,0.35,160.80,164.40,3.60,0.50,209,50.33
473,0.0005,0.1,1,80,0.5,0.5,0.35,72.86,75.20,2.34,0.31,121,-1.85
474,0.00025,0.1,0.25,100,0.5,0.5,0.35,321.40,326.77,5.37,0.69,326,311.78
475,0.0003,0.1,0.25,100,0.5,0.5,0.35,273.00,277.88,4.88,0.66,295,293.37
476,0.0005,0.1,0.25,100,0.5,0.5,0.35,146.42,149.33,2.91,0.49,166,110.84
477,0.00025,0.1,1,100,0.5,0.5,0.35,140.22,144.64,4.42,0.41,260,-0.75
478,0.0003,0.1,1,100,0.5,0.5,0.35,85.07,88.82,3.74,0.24,215,29.75
479,0.0005,0.1,1,100,0.5,0.5,0.35,-1.91,0.32,2.23,-0.01,118,-35.33
480,0.00025,0.1,0.25,140,0.5,0.5,0.35,236.10,241.60,5.50,0.36,334,137.12
481,0.0003,0.1,0.25,140,0.5,0.5,0.35,293.43,298.35,4.92,0.53,295,174.87
482,0.0005,0.1,0.25,140,0.5,0.5,0.35,111.93,114.88,2.95,0.21,168,87.16
483,0.00025,0.1,1,140,0.5,0.5,0.35,166.38,170.87,4.49,0.30,261,-22.90
484,0.0003,0.1,1,140,0.5,0.5,0.35,61.46,65.18,3.72,0.11,213,7.14
485,0.0005,0.1,1,140,0.5,0.5,0.35,-27.50,-25.20,2.30,-0.05,120,7.55
486,0.00025,0.1,0.25,80,1,0.5,0.35,353.90,359.05,5.15,0.94,299,584.29
487,0.0003,0.1,0.25,80,1,0.5,0.35,306.15,310.72,4.57,0.93,267,440.41
488,0.0005,0.1,0.25,80,1,0.5,0.35,164.11,166.95,2.85,0.47,159,24.45
489,0.00025,0.1,1,80,1,0.5,0.35,244.44,248.67,4.23,0.72,250,351.66
490,0.0003,0.1,1,80,1,0.5,0.35,126.28,129.81,3.53,0.39,197,-14.13
491,0.0005,0.1,1,80,1,0.5,0.35,117.24,119.27,2.02,0.58,105,68.91
492,0.00025,0.1,0.25,100,1,0.5,0.35,363.58,368.80,5.22,0.79,313,451.27
493,0.0003,0.1,0.25,100,1,0.5,0.35,286.26,290.80,4.54,0.84,274,461.66
494,0.0005,0.1,0.25,100,1,0.5,0.35,92.87,95.63,2.76,0.28,153,55.33
495,0.00025,0.1,1,100,1,0.5,0.35,263.70,268.19,4.48,0.70,262,315.50
496,0.0003,0.1,1,100,1,0.5,0.35,155.59,159.23,3.64,0.39,210,35.58
497,0.0005,0.1,1,100,1,0.5,0.35,40.72,42.77,2.05,0.15,109,-27.42
498,0.00025,0.1,0.25,140,1,0.5,0.35,272.67,277.93,5.25,0.41,316,8.72
499,0.0003,0.1,0.25,140,1,0.5,0.35,143.76,148.30,4.54,0.22,269,1.74
500,0.0005,0.1,0.25,140,1,0.5,0.35,51.94,54.79,2.85,0.10,156,-25.88
501,0.00025,0.1,1,140,1,0.5,0.35,209.99,214.37,4.39,0.41,256,44.70
502,0.0003,0.1,1,140,1,0.5,0.35,78.97,82.82,3.85,0.15,212,-55.24
503,0.0005,0.1,1,140,1,0.5,0.35,68.60,70.76,2.15,0.17,110,68.63
504,0.00025,0.1,0.25,80,0,0.8,0.35,399.89,406.28,6.40,0.96,399,516.44
505,0.0003,0.1,0.25,80,0,0.8,0.35,343.85,349.10,5.26,1.00,336,758.58
506,0.0005,0.1,0.25,80,0,0.8,0.35,191.53,194.63,3.09,0.60,188,278.13
507,0.00025,0.1,1,80,0,0.8,0.35,222.98,227.93,4.96,0.70,305,215.52
508,0.0003,0.1,1,80,0,0.8,0.35,186.32,190.38,4.06,0.58,254,92.76
509,0.0005,0.1,1,80,0,0.8,0.35,24.30,26.64,2.33,0.11,120,-83.80
510,0.00025,0.1,0.25,100,0,0.8,0.35,347.47,353.88,6.41,0.72,406,401.69
511,0.0003,0.1,0.25,100,0,0.8,0.35,284.39,289.91,5.52,0.63,348,414.59
512,0.0005,0.1,0.25,100,0,0.8,0.35,87.01,90.20,3.19,0.19,190,-27.29
513,0.00025,0.1,1,100,0,0.8,0.35,219.70,224.67,4.97,0.51,308,131.32
514,0.0003,0.1,1,100,0,0.8,0.35,49.11,53.19,4.08,0.13,247,-27.29
515,0.0005,0.1,1,100,0,0.8,0.35,-25.31,-23.00,2.30,-0.08,127,-43.62
516,0.00025,0.1,0.25,140,0,0.8,0.35,253.57,260.17,6.60,0.37,412,197.92
517,0.0003,0.1,0.25,140,0,0.8,0.35,215.15,220.58,5.43,0.31,345,78.37
518,0.0005,0.1,0.25,140,0,0.8,0.35,34.44,37.71,3.27,0.06,191,-42.83
519,0.00025,0.1,1,140,0,0.8,0.35,108.70,113.66,4.96,0.23,303,-8.51
520,0.0003,0.1,1,140,0,0.8,0.35,50.12,54.29,4.17,0.09,249,-13.07
521,0.0005,0.1,1,140,0,0.8,0.35,-30.10,-27.75,2.36,-0.06,126,-4.18
522,0.00025,0.1,0.25,80,0.2,0.8,0.35,399.45,405.08,5.63,0.90,346,751.47
523,0.0003,0.1,0.25,80,0.2,0.8,0.35,296.08,300.91,4.83,0.74,300,377.48
524,0.0005,0.1,0.25,80,0.2,0.8,0.35,107.43,110.46,3.03,0.33,179,12.40
525,0.00025,0.1,1,80,0.2,0.8,0.35,182.81,187.53,4.71,0.52,282,60.09
526,0.0003,0.1,1,80,0.2,0.8,0.35,233.07,236.89,3.82,0.69,226,250.35
527,0.0005,0.1,1,80,0.2,0.8,0.35,24.08,26.26,2.18,0.08,117,-59.15
528,0.00025,0.1,0.25,100,0.2,0.8,0.35,357.20,363.03,5.83,0.67,362,371.20
529,0.0003,0.1,0.25,100,0.2,0.8,0.35,267.76,272.87,5.11,0.66,316,326.00
530,0.0005,0.1,0.25,100,0.2,0.8,0.35,106.38,109.51,3.12,0.26,177,72.68
531,0.00025,0.1,1,100,0.2,0.8,0.35,218.29,223.03,4.75,0.45,280,35.10
532,0.0003,0.1,1,100,0.2,0.8,0.35,110.35,114.17,3.83,0.27,219,-85.48
533,0.0005,0.1,1,100,0.2,0.8,0.35,-12.03,-9.83,2.21,-0.04,119,-170.89
534,0.00025,0.1,0.25,140,0.2,0.8,0.35,189.31,195.19,5.88,0.26,365,-5.37
535,0.0003,0.1,0.25,140,0.2,0.8,0.35,242.20,247.25,5.05,0.38,308,120.84
536,0.0005,0.1,0.25,140,0.2,0.8,0.35,32.08,35.07,2.99,0.06,171,-66.02
537,0.00025,0.1,1,140,0.2,0.8,0.35,86.28,90.91,4.63,0.15,273,16.07
538,0.0003,0.1,1,140,0.2,0.8,0.35,25.45,29.32,3.87,0.04,231,-43.97
539,0.0005,0.1,1,140,0.2,0.8,0.35,-22.34,-20.01,2.32,-0.04,122,-72.37
540,0.00025,0.1,0.25,80,0.5,0.8,0.35,340.31,345.58,5.28,0.80,320,369.48
541,0.0003,0.1,0.25,80,0.5,0.8,0.35,330.73,335.25,4.52,0.87,274,499.93
542,0.0005,0.1,0.25,80,0.5,0.8,0.35,127.92,130.76,2.83,0.37,165,60.93
543,0.00025,0.1,1,80,0.5,0.8,0.35,224.22,228.56,4.34,0.63,253,196.65
544,0.0003,0.1,1,80,0.5,0.8,0.35,118.23,121.96,3.73,0.38,217,-14.04
545,0.0005,0.1,1,80,0.5,0.8,0.35,75.48,77.73,2.25,0.39,114,38.89
546,0.00025,0.1,0.25,100,0.5,0.8,0.35,286.01,291.58,5.58,0.62,339,274.02
547,0.0003,0.1,0.25,100,0.5,0.8,0.35,319.10,323.79,4.69,0.80,284,465.13
548,0.0005,0.1,0.25,100,0.5,0.8,0.35,121.95,125.00,3.05,0.31,168,48.83
549,0.00025,0.1,1,100,0.5,0.8,0.35,192.26,196.70,4.44,0.50,264,100.48
550,0.0003,0.1,1,100,0.5,0.8,0.35,126.68,130.37,3.69,0.41,205,43.95
551,0.0005,0.1,1,100,0.5,0.8,0.35,80.19,82.34,2.15,0.20,113,-22.26
552,0.00025,0.1,0.25,140,0.5,0.8,0.35,188.06,193.69,5.63,0.28,336,-1.45
