ticker,shock_et,session,venue,is_earnings,earnings_date,bucket,is_shock,close,ret_pct,cum_pct,notional,shares,prev_day_notional,vs_prev,vs_base,baseline,hl_ret_pct,hl_peak_nsig
AMD,2026-05-05 16:15,postmarket,XNAS.BASIC,True,2026-05-05,16:10,False,355.76,-0.050570320840592764,-0.050570320840592764,18435265.7793,51772.0,8506943.959999999,2.1670844272612326,0.15250627790421672,120882012.41707882,5.258426966292151,16.544022837502336
AMD,2026-05-05 16:15,postmarket,XNAS.BASIC,True,2026-05-05,16:15,True,360.5,1.3323588936361652,1.281114794628313,441646987.0443,1254319.0,1217517.635,362.74381113526954,3.6535376787117575,120882012.41707882,5.258426966292151,16.544022837502336
AMD,2026-05-05 16:15,postmarket,XNAS.BASIC,True,2026-05-05,16:20,False,371.32,3.0013869625520107,4.320952969601621,371313243.37,1010821.0,6873484.09,54.02111047441153,3.0716997173149228,120882012.41707882,5.258426966292151,16.544022837502336
AMD,2026-05-05 16:15,postmarket,XNAS.BASIC,True,2026-05-05,16:25,False,379.74,2.2675859097274653,6.686520200033708,346008788.45,917551.0,4786825.759,72.2835561330905,2.862367870383949,120882012.41707882,5.258426966292151,16.544022837502336
AMZN,2026-02-05 16:00,postmarket,XNAS.BASIC,True,2026-02-05,15:50,False,222.41,,0.0,268886993.456,1210847.0,161536039.9797,1.6645634837265455,3.203907661974533,83924701.27877776,-8.819569120287252,74.2732445277444
AMZN,2026-02-05 16:00,postmarket,XNAS.BASIC,True,2026-02-05,15:55,False,222.82,0.18434422912638748,0.18434422912638748,333072785.47609997,1494444.0,189434286.4343,1.7582497431985047,3.96870981249861,83924701.27877776,-8.819569120287252,74.2732445277444
AMZN,2026-02-05 16:00,postmarket,XNAS.BASIC,True,2026-02-05,16:00,True,199.9882,-10.246746252580552,-10.08129130884402,499917031.802,2454828.0,277631941.86,1.8006466707425564,5.956732930646906,83924701.27877776,-8.819569120287252,74.2732445277444
AMZN,2026-02-05 16:00,postmarket,XNAS.BASIC,True,2026-02-05,16:05,False,203.1,1.5559918035163989,-8.682163571781842,521063721.37,2587532.0,24744232.36,21.057986919502078,6.208705106249364,83924701.27877776,-8.819569120287252,74.2732445277444
AMZN,2026-02-05 16:00,postmarket,XNAS.BASIC,True,2026-02-05,16:10,False,207.1772,2.0074839980305237,-6.848972618137672,345973175.01,1673080.0,9194572.3812,37.627978840800246,4.122423669531571,83924701.27877776,-8.819569120287252,74.2732445277444
AMZN,2026-04-29 16:00,postmarket,XNAS.BASIC,True,2026-04-29,15:50,False,262.4957,,0.0,269519993.2294,1027041.0,137966306.3162,1.9535203951296403,3.6070602372182505,74720125.3942054,-0.8918067625516946,23.617677522448588
